idMso	Exists in Office Word 2010	Type in Office Word 2010	Label in Office Word 2010	Exists in Office Word 2013	Type in Office Word 2013	Label in Office Word 2013
MailMergeCreateDataSource	1	button	Mail Merge Create Data Source	1	button	Mail Merge Create Data Source
MailMergeCreateHeaderSource	1	button	Mail Merge Create Header Source	1	button	Mail Merge Create Header Source
MailMergeCreateList	1	button	Type New List	1	button	Type a New List
MailMergeDocument	1	button	Mail Merge Document	1	button	Mail Merge Document
MailMergeEditAddressBlock	1	button	Edit Address Block	1	button	Edit Address Block
MailMergeEditBarcode	0			1	button	Edit Barcode
MailMergeEditGreetingLine	1	button	Edit Greeting Line	1	button	Edit Greeting Line
MailMergeEditList	1	button	Edit Mail Merge List	1	button	Edit Mail Merge List
MailMergeEmailOptions	1	button	Mail Merge E-mail Options	1	button	Mail Merge E-mail Options
MailMergeFaxOptions	1	button	Mail Merge Fax Options	1	button	Mail Merge Fax Options
MailMergeFindRecipient	1	button	Find Recipient	1	button	Find Recipient
MailMergeFinishAndMergeMenu	1	menu	Finish & Merge	1	menu	Finish & Merge
MailMergeGoToFirstRecord	1	button	First	1	button	First
MailMergeGoToNextRecord	1	button	Next	1	button	Next
MailMergeGoToPreviousRecord	1	button	Previous	1	button	Previous
MailMergeGoToRecord	1	control	Record	1	control	Record
MailMergeGotToLastRecord	1	button	Last	1	button	Last
MailMergeGreetingLineInsert	1	button	Greeting Line	1	button	Greeting Line
MailMergeHelper	1	button	Mail Merge	1	button	Mail Merge
MailMergeHighlightMergeFields	1	toggleButton	Highlight Merge Fields	1	toggleButton	Highlight Merge Fields
MailMergeInsertBarcode	0			1	button	Select a Field and a Barcode Type
MailMergeInsertBarcodeMenu	0			1	menu	Insert Barcode Field
MailMergeJapaneseGreetingClosingSentenceInsert	1	button	Closing	1	button	Closing
MailMergeJapaneseGreetingInsert	1	button	Greeting	1	button	Greeting
MailMergeJapaneseGreetingJapaneseOpeningSentenceInsert	1	button	Opening	1	button	Opening
MailMergeJapanesePostalBarcode	0			1	button	Generate Postal Barcode (Japan)
MailMergeMatchFields	1	button	Match Fields	1	button	Match Fields
MailMergeMergeFieldInsert	1	button	Insert Merge Field	1	button	Insert Merge Field
MailMergeMergeFieldInsertMenu	1	splitButton	Insert Merge Field	1	splitButton	Insert Merge Field
MailMergeMergeToDocument	1	button	Edit Individual Documents	1	button	Edit Individual Documents
MailMergeMergeToEMail	1	button	Send E-mail Messages	1	button	Send Email Messages
MailMergeMergeToFax	1	button	Merge to Fax	1	button	Merge to Fax
MailMergeMergeToNewDocumentOptions	1	button	Mail Merge to New Document Options	1	button	Mail Merge to New Document Options
MailMergeMergeToPrinter	1	button	Print Documents	1	button	Print Documents
MailMergeOpenHeaderSource	1	button	Mail Merge Open Header Source	1	button	Mail Merge Open Header Source
MailMergePrintOptions	1	button	Mail Merge Print Options	1	button	Mail Merge Print Options
MailMergeQueryOptions	1	button	Query Options	1	button	Query Options
MailMergeRecepientsUseExistingList	1	button	Use Existing List	1	button	Use an Existing List
MailMergeRecepientsUseOutlookContacts	1	button	Select from Outlook Contacts	1	button	Choose from Outlook Contacts
MailMergeRecipientsEditList	1	button	Edit Recipient List	1	button	Edit Recipient List
MailMergeReset	1	button	Mail Merge Reset	1	button	Mail Merge Reset
MailMergeResultsPreview	1	toggleButton	Preview Results	1	toggleButton	Preview Results
MailMergeRuleAsk	1	button	Mail Merge Insert Ask	1	button	Mail Merge Insert Ask
MailMergeRuleFillIn	1	button	Mail Merge Insert Fill In	1	button	Mail Merge Insert Fill In
MailMergeRuleIfThenElse	1	button	Mail Merge Insert If	1	button	Mail Merge Insert If
MailMergeRuleMergeRecordNumber	1	button	Mail Merge Insert Merge Rec	1	button	Mail Merge Insert Merge Rec
MailMergeRuleMergeSequenceNumber	1	button	Mail Merge Insert Merge Seq	1	button	Mail Merge Insert Merge Seq
MailMergeRuleNextRecord	1	button	Mail Merge Insert Next	1	button	Mail Merge Insert Next
MailMergeRuleNextRecordIf	1	button	Mail Merge Insert Next If	1	button	Mail Merge Insert Next If
MailMergeRuleSetBookmark	1	button	Mail Merge Insert Set	1	button	Mail Merge Insert Set
MailMergeRuleSkipRecordIf	1	button	Mail Merge Insert Skip If	1	button	Mail Merge Insert Skip If
MailMergeRules	1	menu	Rules	1	menu	Rules
MailMergeSelectRecipients	1	menu	Select Recipients	1	menu	Select Recipients
MailMergeSetDocumentType	1	button	Main document setup	1	button	Main document setup
MailMergeStartDirectory	1	toggleButton	Directory	1	toggleButton	Directory
MailMergeStartEmail	1	toggleButton	E-mail Messages	1	toggleButton	E-mail Messages
MailMergeStartEnvelopes	1	toggleButton	Envelopes	1	toggleButton	Envelopes
MailMergeStartLabels	1	toggleButton	Labels	1	toggleButton	Labels
MailMergeStartLetters	1	toggleButton	Letters	1	toggleButton	Letters
MailMergeStartMailMergeMenu	1	menu	Start Mail Merge	1	menu	Start Mail Merge
MailMergeUpdateLabels	1	button	Update Labels	1	button	Update Labels
MailMergeWizard	1	toggleButton	Step by Step Mail Merge Wizard	1	toggleButton	Step-by-Step Mail Merge Wizard
MailMove	1	button	Move Mail	1	button	Move Mail
MailSelectNames	1	button	Select Names	1	button	Select Names
MakeSegmentCurved	1	button	Curved Segment	1	button	Curved Segment
MakeSegmentStraight	1	button	Straight Segment	1	button	Straight Segment
ManageServices	0			1	group	Connected Services
MarginsAdjust	1	button	Adjust Margins	1	button	Adjust Margins
MarginsCustomMargins	1	button	Custom Margins	1	button	Custom Margins
MasterDocument	1	button	Master Document	1	button	Master Document
MasterDocumentCreateSubdocument	1	button	Create	1	button	Create
MasterDocumentExpandOrCollapseSubdocuments	1	toggleButton	Expand/Collapse Subdocuments	1	toggleButton	Expand/Collapse Subdocuments
MasterDocumentInsertSubdocument	1	button	Insert	1	button	Insert
MasterDocumentLockSubdocument	1	toggleButton	Lock Document	1	toggleButton	Lock Document
MasterDocumentMergeSubdocuments	1	button	Merge	1	button	Merge
MasterDocumentShow	1	toggleButton	Show Document	1	toggleButton	Show Document
MasterDocumentSplitSubdocuments	1	button	Split	1	button	Split
MasterDocumentUnlinkSubdocument	1	button	Unlink	1	button	Unlink
MdiChildSystemMenu	1	menu	Document	1	menu	Document
MenuAddressBlock	1	contextMenu		0		
MenuChartArea	1	contextMenu		0		
MenuChartAxis	1	contextMenu		0		
MenuChartAxisTitle	1	contextMenu		0		
MenuChartBackWall	1	contextMenu		0		
MenuChartDataLabel	1	contextMenu		0		
MenuChartDataLabels	1	contextMenu		0		
MenuChartDataPoint	1	contextMenu		0		
MenuChartDataSeries	1	contextMenu		0		
MenuChartDataTable	1	contextMenu		0		
MenuChartDisplayUnit	1	contextMenu		0		
MenuChartDownBars	1	contextMenu		0		
MenuChartDropLines	1	contextMenu		0		
MenuChartErrorBars	1	contextMenu		0		
MenuChartFloor	1	contextMenu		0		
MenuChartGridlines	1	contextMenu		0		
MenuChartHiLoLine	1	contextMenu		0		
MenuChartLeaderLines	1	contextMenu		0		
MenuChartLegend	1	contextMenu		0		
MenuChartLegendEntry	1	contextMenu		0		
MenuChartPlotArea	1	contextMenu		0		
MenuChartSeriesLine	1	contextMenu		0		
MenuChartSideWall	1	contextMenu		0		
MenuChartTitle	1	contextMenu		0		
MenuChartTrendline	1	contextMenu		0		
MenuChartTrendlineLabel	1	contextMenu		0		
MenuChartUpBars	1	contextMenu		0		
MenuChartWalls	1	contextMenu		0		
MenuClassicConnector	1	contextMenu		0		
MenuComment	1	contextMenu		0		
MenuCurve	1	contextMenu		0		
MenuCurveNode	1	contextMenu		0		
MenuCurveSegment	1	contextMenu		0		
MenuDiagram	1	contextMenu		0		
MenuDocStructNode	1	contextMenu		0		
MenuDrawnObject	1	contextMenu		0		
MenuDropCap	1	contextMenu		0		
MenuEdn	1	contextMenu		0		
MenuEquation	1	contextMenu		0		
MenuField	1	contextMenu		0		
MenuFieldAutoSigList	1	contextMenu		0		
MenuFieldAutoTextList	1	contextMenu		0		
MenuFieldDisplay	1	contextMenu		0		
MenuFieldDisplayListNumbers	1	contextMenu		0		
MenuFieldForm	1	contextMenu		0		
MenuFloatingPicture	1	contextMenu		0		
MenuFooterArea	1	contextMenu		0		
MenuFrame	1	contextMenu		0		
MenuFramesetBorder	1	contextMenu		0		
MenuFtn	1	contextMenu		0		
MenuGrammar	1	contextMenu		0		
MenuGrammarVersion2	1	contextMenu		0		
MenuGreetingLine	1	contextMenu		0		
MenuHeaderArea	1	contextMenu		0		
MenuHeading	1	contextMenu		0		
MenuHeadingLinked	1	contextMenu		0		
MenuHeadingTable	1	contextMenu		0		
MenuHyperlink	1	contextMenu		0		
MenuInkAtn	1	contextMenu		0		
MenuInlineEBC	1	contextMenu		0		
MenuInlineOCX	1	contextMenu		0		
MenuInlinePicture	1	contextMenu		0		
MenuList	1	contextMenu		0		
MenuListTable	1	contextMenu		0		
MenuLockedReadingMode	1	contextMenu		0		
MenuMacros	1	splitButton	Macros	1	splitButton	Macros
MenuMode	1	button	Menu Mode	1	button	Menu Mode
MenuNavPane	1	contextMenu		0		
MenuOCX	1	contextMenu		0		
MenuOLEObject	1	contextMenu		0		
MenuOPHWordPreview	1	contextMenu		0		
MenuObjectEditPoint	1	contextMenu		0		
MenuObjectEditSegment	1	contextMenu		0		
MenuObjectsGroup	1	contextMenu		0		
MenuOrgChart	1	contextMenu		0		
MenuPageNumberingOptions	1	contextMenu		0		
MenuPictTable	1	contextMenu		0		
MenuPicture	1	contextMenu		0		
MenuPublish	1	menu	Publish	1	menu	Publish
MenuRTEFont	1	contextMenu		0		
MenuRTEFontPara	1	contextMenu		0		
MenuReadOnlyMailHyperlink	1	contextMenu		0		
MenuReadOnlyMailList	1	contextMenu		0		
MenuReadOnlyMailListTable	1	contextMenu		0		
MenuReadOnlyMailPictTable	1	contextMenu		0		
MenuReadOnlyMailTable	1	contextMenu		0		
MenuReadOnlyMailTableCell	1	contextMenu		0		
MenuReadOnlyMailTableWhole	1	contextMenu		0		
MenuReadOnlyMailText	1	contextMenu		0		
MenuReadOnlyMailTextTable	1	contextMenu		0		
MenuRevision	1	contextMenu		0		
MenuScriptAnchor	1	contextMenu		0		
MenuShape	1	contextMenu		0		
MenuShapeConnector	1	contextMenu		0		
MenuShapeFreeform	1	contextMenu		0		
MenuSmartArtBackground	1	contextMenu		0		
MenuSmartArtContentPane	1	contextMenu		0		
MenuSmartArtEdit1DShape	1	contextMenu		0		
MenuSmartArtEdit1DShapeText	1	contextMenu		0		
MenuSmartArtEditSmartArt	1	contextMenu		0		
MenuSmartArtEditText	1	contextMenu		0		
MenuSpell	1	contextMenu		0		
MenuTable	1	contextMenu		0		
MenuTableCell	1	contextMenu		0		
MenuTableWhole	1	contextMenu		0		
MenuTableWholeLinked	1	contextMenu		0		
MenuText	1	contextMenu		0		
MenuTextEdit	1	contextMenu		0		
MenuTextEffect	1	contextMenu		0		
MenuTextLinked	1	contextMenu		0		
MenuTextTable	1	contextMenu		0		
MenuXmlError	1	contextMenu		0		
MergeCells	1	button	Merge Cells	1	button	Merge Cells
MergeOptions	1	button	Merge	1	button	Merge
MergeOrSplitCells	1	button	Merge/Split Cells	1	button	Merge/Split Cells
MessageHeaderToggle	1	button	Message Header	1	button	Message Header
MessageNext	1	button	Next Item	1	button	Next Item
MessagePrevious	1	button	Previous Item	1	button	Previous Item
MessageProperties	1	button	Properties	1	button	Properties
MicrosoftAccess	1	button	Microsoft Access	1	button	Microsoft Access
MicrosoftExcel	1	button	Microsoft Excel	1	button	Microsoft Excel
MicrosoftOutlook	1	button	Microsoft Outlook	1	button	Microsoft Outlook
MicrosoftPowerPoint	1	button	Microsoft PowerPoint	1	button	Microsoft PowerPoint
MicrosoftProject	1	button	Microsoft Project	1	button	Microsoft Project
MicrosoftPublisher	1	button	Microsoft Publisher	1	button	Microsoft Publisher
MiniTranslator	0			1	toggleButton	Mini Translator
MinimizeRibbon	0			1	toggleButton	Collapse the Ribbon
MoreControlsDialog	1	button	More Controls	1	button	More Controls
MoreCorrectionAlternatives	0			1	button	More
MoreTextureOptions	1	button	More Textures	1	button	More Textures
MoveObjectWithText	0			1	checkBox	Move with Text
MoveText	1	button	Move Text	1	button	Move Text
MovieFromClipOrganizerInsert	0			1	button	Online Video
MultilevelListGallery	1	gallery	Multilevel List	1	gallery	Multilevel List
NavPaneFind	1	button	Find	0		
NavigationPaneFind	0			1	button	Find
NavigationPaneShowHide	0			1	checkBox	Navigation Pane
NewInkBallpoint	1	toggleButton	Pen	0		
NewStrokeEraser	1	toggleButton	Stroke	0		
NewTableStyleWord	1	button	New Table Style	1	button	New Table Style
NextEdit	1	button	Next Edit	1	button	Next Edit
NextMisspeling	1	button	Next Misspelling	1	button	Next Misspelling
NormalViewHeaderArea	1	button	Normal View Header Area	1	button	Normal View Header Area
NormalizeText	1	button	Normalize text	1	button	Normalize text
NudgeMenu	1	menu	Nudge	1	menu	Nudge
NumberInsert	1	button	Number	1	button	Number
NumberListDefault	1	button	Tools Number List Default	1	button	Tools Number List Default
NumberStyleGalleryWord	0			1	gallery	Number Styles
Numbering	1	toggleButton	Numbering	1	toggleButton	Numbering
NumberingContinue	1	button	Continue Numbering	1	button	Continue Numbering
NumberingGalleryWord	1	gallery	Numbering	1	gallery	Numbering
NumberingRemove	1	button	Remove Numbering	1	button	Remove Numbering
NumberingRestart	1	button	Restart Numbering	1	button	Restart Numbering
NumberingSkip	1	button	Skip Numbering	1	button	Skip Numbering
OK	1	button	OK	1	button	OK
ObjectActivate	1	button	Activate Object	1	button	Activate Object
ObjectAddText	1	button	Add Text	1	button	Add Text
ObjectAlignMenu	1	menu	Align	1	menu	Align
ObjectBorderOutlineColorMoreColorsDialog	1	button	More Outline Colors	1	button	More Outline Colors
ObjectBringForward	1	button	Bring Forward	1	button	Bring Forward
ObjectBringForwardMenu	0			1	splitButton	Bring Forward
ObjectBringInFrontOfText	1	button	Bring in Front of Text	1	button	Bring in Front of Text
ObjectBringToFront	1	button	Bring to Front	1	button	Bring to Front
ObjectBringToFrontMenu	1	splitButton	Bring to Front	1	splitButton	Bring to Front
ObjectEditDialog	1	button	Object	1	button	Object
ObjectEditPoints	1	toggleButton	Edit Points	1	toggleButton	Edit Points
ObjectEditShapeMenu	1	menu	Edit Shape	1	menu	Edit Shape
ObjectEditShapeMenuClassic	0			1	menu	Edit Shape
ObjectEditShapeMenuE1o	1	menu	Edit Shape	0		
ObjectEditText	1	button	Edit Text	1	button	Edit Text
ObjectEffectGlowGallery	1	gallery	Glow	1	gallery	Glow
ObjectEffectPresetGallery	1	gallery	Preset	1	gallery	Preset
ObjectEffectShadowGallery	1	gallery	Shadow	1	gallery	Shadow
ObjectEffectSoftEdgesGallery	1	gallery	Soft Edges	1	gallery	Soft Edges
ObjectFillMoreColorsDialog	1	button	More Fill Colors	1	button	More Fill Colors
ObjectFormatDialog	1	button	Object	1	button	Format Object
ObjectNext	1	button	Next Object	1	button	Next Object
ObjectNudgeDown	1	button	Down	1	button	Down
ObjectNudgeLeft	1	button	Left	1	button	Left
ObjectNudgeRight	1	button	Right	1	button	Right
ObjectNudgeUp	1	button	Up	1	button	Up
ObjectPictureFill	1	button	Picture	1	button	Picture
ObjectPrevious	1	button	Previous Object	1	button	Previous Object
ObjectRotateGallery	1	gallery	Rotate	1	gallery	Rotate
ObjectRotationOptionsDialog	1	button	More Rotation Options	0		
ObjectSaveAsPicture	0			1	button	Save as Picture
ObjectSendBackward	1	button	Send Backward	1	button	Send Backward
ObjectSendBackwardMenu	0			1	splitButton	Send Backward
ObjectSendBehindText	1	button	Send Behind Text	1	button	Send Behind Text
ObjectSendToBack	1	button	Send to Back	1	button	Send to Back
ObjectSendToBackMenu	1	splitButton	Send to Back	1	splitButton	Send to Back
ObjectSetShapeDefaults	1	button	Set AutoShape Defaults	1	button	Set AutoShape Defaults
ObjectShadowColorMoreColorsDialog	1	button	More Shadow Colors	1	button	More Shadow Colors
ObjectSizeAndPropertiesDialog	1	button	Size and Properties	1	button	Size and Properties
ObjectSizeDialog	1	button	Size	1	button	Size
ObjectSizeDialogClassic	1	button	Size	1	button (dialogBoxLauncher)	Size
ObjectsAlignBottomSmart	1	button	Align Bottom	1	button	Align Bottom
ObjectsAlignCenterHorizontalSmart	1	button	Align Center	1	button	Align Center
ObjectsAlignLeftSmart	1	button	Align Left	1	button	Align Left
ObjectsAlignMiddleVerticalSmart	1	button	Align Middle	1	button	Align Middle
ObjectsAlignRelativeToContainerSmart	1	toggleButton	Align to Slide	1	toggleButton	Align to Slide
ObjectsAlignRelativeToMargin	1	toggleButton	Align to Margin	1	toggleButton	Align to Margin
ObjectsAlignRightSmart	1	button	Align Right	1	button	Align Right
ObjectsAlignSelectedSmart	1	toggleButton	Align Selected Objects	1	toggleButton	Align Selected Objects
ObjectsAlignTopSmart	1	button	Align Top	1	button	Align Top
ObjectsGroup	1	button	Group	1	button	Group
ObjectsGroupMenu	1	menu	Group	1	menu	Group
ObjectsMultiSelect	1	button	Select Multiple Objects	1	button	Select Multiple Objects
ObjectsRegroup	1	button	Regroup	1	button	Regroup
ObjectsSelect	1	toggleButton	Select Objects	1	toggleButton	Select Objects
ObjectsUngroup	1	button	Ungroup	1	button	Ungroup
OfficeExtensionsDialog	0			1	button	See All
OfficeExtensionsGallery	0			1	gallery	Apps for Office
OfficeOnTheWeb	1	button	Microsoft Office Online	1	button	Office.com
OleConvert	1	button	Convert	1	button	Convert
OleObjectInsertMenu	1	splitButton	Object	1	splitButton	Object
OleObjectctInsert	1	button	Object	1	button	Object
OpenMeetingNotes	0			1	button	Open Shared Meeting Notes
OpenPath	1	toggleButton	Open Path	1	toggleButton	Open Path
OrganizationChartAutoLayout	1	toggleButton	AutoLayout	1	toggleButton	AutoLayout
OrganizationChartDeleteNode	1	button	Delete	1	button	Delete
OrganizationChartInsert	1	button	Organization Chart	1	button	Organization Chart
OrganizationChartInsertAssistant	1	button	Assistant	1	button	Assistant
OrganizationChartInsertCoworker	1	button	Coworker	1	button	Coworker
OrganizationChartInsertSubordinate	1	button	Subordinate	1	button	Subordinate
OrganizationChartLayoutBothHanging	1	toggleButton	Both Hanging	1	toggleButton	Both Hanging
OrganizationChartLayoutLeftHanging	1	toggleButton	Left Hanging	1	toggleButton	Left Hanging
OrganizationChartLayoutRightHanging	1	toggleButton	Right Hanging	1	toggleButton	Right Hanging
OrganizationChartLayoutStandard	1	toggleButton	Standard	1	toggleButton	Standard
OrganizationChartResize	1	button	Resize Organization Chart	1	button	Resize Organization Chart
OrganizationChartSelectAllAssistants	1	button	All Assistants	1	button	All Assistants
OrganizationChartSelectAllConnectors	1	button	All Connectors	1	button	All Connectors
OrganizationChartSelectBranch	1	button	Branch	1	button	Branch
OrganizationChartSelectLevel	1	button	Level	1	button	Level
OrganizationChartStyle	1	button	Style	1	button	Style
Organizer	1	button	Organizer	1	button	Organizer
OutdentClassic	1	button	Decrease Indent	1	button	Decrease Indent
OutlineCollapse	1	button	Collapse	1	button	Collapse
OutlineColorPicker	1	gallery	Picture Border	1	gallery	Picture Border
OutlineDashesGallery	1	gallery	Dashes	1	gallery	Dashes
OutlineDemote	1	button	Demote	1	button	Demote
OutlineDemoteToBodyText	1	button	Demote to Body Text	1	button	Demote to Body Text
OutlineExpand	1	button	Expand	1	button	Expand
OutlineLevelGallery	1	dropDown	Outline Level	1	dropDown	Outline Level
OutlineLinePatternFill	1	button	Pattern	1	button	Pattern
OutlineMoveDown	1	button	Move Down	1	button	Move Down
OutlineMoveUp	1	button	Move Up	1	button	Move Up
OutlineNumberDefault	1	button	Format Outline Number Default	1	button	Format Outline Number Default
OutlinePromote	1	button	Promote	1	button	Promote
OutlinePromoteToHeading	1	button	Promote to Heading 1	1	button	Promote to Heading 1
OutlineShowFirstLineOnly	1	checkBox	Show First Line Only	1	checkBox	Show First Line Only
OutlineShowLevel	1	dropDown	Show Level	1	dropDown	Show Level
OutlineShowTextFormatting	1	checkBox	Show Text Formatting	1	checkBox	Show Text Formatting
OutlineViewClose	1	button	Close Outline View	1	button	Close Outline View
OutlineWeightGallery	1	gallery	Weight	1	gallery	Weight
OutlookTaskCreate	1	button	Create Microsoft Outlook Task	1	button	Create Microsoft Outlook Task
Overtype	1	button	Overtype	1	button	Overtype
PageBorderAndShadingDialog	1	button	Page Borders	1	button	Page Borders
PageBreakInsertWord	1	button	Page Break	1	button	Page Break
PageColorFillEffects	1	button	Fill Effects	1	button	Fill Effects
PageColorMoreColorsDialog	1	button	More Colors	1	button	More Colors
PageColorPicker	1	gallery	Page Color	1	gallery	Page Color
PageDownExtend	1	button	Page Down Extend	1	button	Page Down Extend
PageMarginsGallery	1	gallery	Margins	1	gallery	Margins
PageNambersInFooterInsertGallery	1	gallery	Bottom of Page	1	gallery	Bottom of Page
PageNambersInMarginsInsertGallery	1	gallery	Page Margins	1	gallery	Page Margins
PageNext	1	button	Next Page	1	button	Next Page
PageNextWord	1	button	Next Page	1	button	Next Page
PageNumberFieldInsertGallery	1	gallery	Current Position	1	gallery	Current Position
PageNumberFormat	1	button	Format Page Numbers	1	button	Format Page Numbers
PageNumbersInHeaderInsertGallery	1	gallery	Top of Page	1	gallery	Top of Page
PageNumbersRemove	1	button	Remove Page Numbers	1	button	Remove Page Numbers
PageOrientationGallery	1	gallery	Orientation	1	gallery	Orientation
PageOrientationPortraitLandscape	1	button	Portrait/Landscape	1	button	Portrait/Landscape
PagePrevious	1	button	Previous Page	1	button	Previous Page
PagePreviousWord	1	button	Previous Page	1	button	Previous Page
PageSetupDialog	1	button	Page Setup	1	button	Page Setup
PageSizeGallery	1	gallery	Size	1	gallery	Size
PageSizeMorePaperSizesDialog	1	button	More Paper Sizes	1	button	More Paper Sizes
PageUpExtend	1	button	Page Up Extend	1	button	Page Up Extend
PanningHand	1	toggleButton	Panning Hand	1	toggleButton	Panning Hand
ParagraphDialog	1	button	Paragraph	1	button	Paragraph
ParagraphDistributed	1	toggleButton	Distributed	1	toggleButton	Distributed
ParagraphDown	1	button	Para Down	1	button	Para Down
ParagraphDownExtend	1	button	Para Down Extend	1	button	Para Down Extend
ParagraphIndentLeft	1	control	Left	1	control	Left
ParagraphIndentRight	1	control	Right	1	control	Right
ParagraphKeepLinesTogether	1	button	Para Keep Lines Together	1	button	Para Keep Lines Together
ParagraphKeepWithNext	1	toggleButton	Para Keep With Next	1	toggleButton	Para Keep With Next
ParagraphMarks	1	toggleButton	Show All	1	toggleButton	Show All
ParagraphReset	1	button	Reset Para	1	button	Reset Para
ParagraphSpaceAddOrRemoveBefore	1	button	Add/Remove Space Before	1	button	Add/Remove Space Before
ParagraphSpaceBefore	1	button	Space Before	1	button	Space Before
ParagraphSpaceBeforeNone	1	button	No Space Before	1	button	No Space Before
ParagraphSpacing	1	gallery	Paragraph Spacing	1	gallery	Paragraph Spacing
ParagraphSpacingAfter	1	control	After	1	control	After
ParagraphSpacingBefore	1	control	Before	1	control	Before
ParagraphSpacingCustom	0			1	button	Custom Paragraph Spacing
ParagraphSpacingDecrease	1	button	Decrease Paragraph Spacing	1	button	Decrease Paragraph Spacing
ParagraphSpacingIncrease	1	button	Increase Paragraph Spacing	1	button	Increase Paragraph Spacing
ParagraphUp	1	button	Para Up	1	button	Para Up
ParagraphUpExtend	1	button	Para Up Extend	1	button	Para Up Extend
ParagraphWidowOrphanControl	1	button	Para Widow Orphan Control	1	button	Para Widow Orphan Control
Paste	1	button	Paste	1	button	Paste
PasteAlternative	1	button	Paste Table	1	button	Paste Table
PasteApplyStyle	1	button	Apply Style	1	button	Apply Style
PasteAsHyperlink	1	button	Paste as Hyperlink	1	button	Paste as Hyperlink
PasteAsNestedTable	1	button	Nest Table	1	button	Nest Table
PasteAsPicture	1	button	Picture	1	button	Picture
PasteBitmap	1	button	Paste as Bitmap	1	button	Paste as Bitmap
PasteByAppendingTable	1	button	Merge Table	1	button	Merge Table
PasteContinueList	1	button	Continue List	1	button	Continue List
PasteDestinationFormatting	1	button	Merge Formatting	0		
PasteDestinationStyle	1	button	Use Destination Styles	1	button	Use Destination Styles
PasteDestinationTheme	1	button	Use Destination Theme	1	button	Use Destination Theme
PasteDontMergeList	1	button	Don't Merge List	1	button	Don't Merge List
PasteDuplicate	1	button	Duplicate	1	button	Duplicate
PasteExcelChartDestinationTheme	1	button	Use Destination Theme	1	button	Use Destination Theme & Embed Workbook
PasteExcelChartSourceFormatting	1	button	Keep Source Formatting	1	button	Keep Source Formatting & Embed Workbook
PasteExcelTableDestinationTableStyle	1	button	Use Destination Styles	1	button	Use Destination Styles
PasteExcelTableSourceFormatting	1	button	Keep Source Formatting	1	button	Keep Source Formatting
PasteGIF	1	button	Paste as GIF	0		
PasteGallery	1	gallery	Paste	1	gallery	Paste
PasteGalleryMini	1	gallery	Paste Options	1	gallery	Paste Options
PasteGif	0			1	button	Paste as GIF
PasteInk	1	button	Ink	0		
PasteJPEG	1	button	Paste as JPEG	0		
PasteJpeg	0			1	button	Paste as JPEG
PasteLinkedExcelChartDestinationTheme	1	button	Link & Use Destination Theme	1	button	Use Destination Theme & Link Data
PasteLinkedExcelChartSourceFormatting	1	button	Link & Keep Source Formatting	1	button	Keep Source Formatting & Link Data
PasteLinkedExcelTableDestinationTableStyle	1	button	Link & Use Destination Styles	1	button	Link & Use Destination Styles
PasteLinkedExcelTableSourceFormatting	1	button	Link & Keep Source Formatting	1	button	Link & Keep Source Formatting
PasteLinkedSingleCellExcelTableDestinationFormatting	1	button	Link & Merge Formatting	1	button	Link & Merge Formatting
PasteMenu	1	splitButton	Paste	1	splitButton	Paste
PasteMergeFormatting	0			1	button	Merge Formatting
PasteMergeList	1	button	Merge List	1	button	Merge List
PasteNewList	1	button	New List	1	button	New List
PastePNG	1	button	Paste as PNG	0		
PastePng	0			1	button	Paste as PNG
PasteSetDefault	0			1	button	Set Default Paste
PasteSingleCellExcelTableDestinationFormatting	1	button	Merge Formatting	1	button	Merge Formatting
PasteSingleCellTableAsTable	1	button	Entire Cell	1	button	Entire Cell
PasteSingleCellTableAsText	1	button	Cell Contents	1	button	Cell Contents
PasteSourceFormatting	1	button	Keep Source Formatting	1	button	Keep Source Formatting
PasteSpecialDialog	1	button	Paste Special	1	button	Paste Special
PasteTableAsNewRows	1	button	Insert as New Rows	1	button	Insert as New Rows
PasteTableByInsertingColumns	1	button	Insert as New Columns	1	button	Insert as New Columns
PasteTableByOverwritingCells	1	button	Overwrite Cells	1	button	Overwrite Cells
PasteTableWithSourceFormatting	1	button	Keep Original Table Formatting	1	button	Keep Original Table Formatting
PasteTextOnly	1	button	Keep Text Only	1	button	Keep Text Only
PenAddFavorite	0			1	button	Add Current Pen to Favorite Pens
PensGallery	0			1	gallery	Pens
Personalization	0			1	group	Office Background
PictureArtisticEffectsGallery	1	gallery	Artistic Effects	1	gallery	Artistic Effects
PictureArtisticEffectsReset	0			1	button	Reset Artistic Effects
PictureBackgroundRemoval	1	toggleButton	Background Removal	1	toggleButton	Remove Background
PictureBackgroundRemovalMarkBackground	1	toggleButton	Mark to Remove	1	toggleButton	Mark Areas to Remove
PictureBackgroundRemovalMarkDelete	1	toggleButton	Delete Marks	1	toggleButton	Delete Mark
PictureBackgroundRemovalMarkForeground	1	toggleButton	Mark to Include	1	toggleButton	Mark Areas to Keep
PictureBorderColorPickerClassic	0			1	gallery	Picture Border
PictureBrightnessAndContrastDialog	1	button	Picture Correction Options	1	button	Picture Correction Options
PictureBrightnessAndContrastGallery	1	gallery	Brightness & Contrast	1	gallery	Brightness & Contrast
PictureBrightnessGallery	1	gallery	Brightness	1	gallery	Brightness
PictureBulletsInsert	1	button	Picture Bullets	1	button	Picture Bullets
PictureChange	1	button	Change Picture	1	button	Change Picture
PictureColorDialog	1	button	Picture Color Options	1	button	Picture Color Options
