idMso	Exists in Office 2010	Exists in Office 2013
DoubleSpacing	1	0
DoubleStrikethrough	1	1
DownArrow2	1	1
DownloadAddressBook	1	1
DownloadContents	0	1
DownloadContentsMenu	0	1
DownloadFolder	1	0
DownloadFullItems	1	0
DownloadHeaders	1	1
DownloadHeadersAndThenFullItems	1	0
DownloadHeadersInThisFolder	1	1
DownloadHeadersOnly	1	0
DownloadPreferencesMenu	1	1
DrawArrow	1	1
DrawFilledArc	1	1
DrawFilledEllipse	1	1
DrawFilledPolygon	1	1
DrawFilledRectangle	1	1
DrawLayoutTable	1	1
DrawLine	1	1
DrawTextBox	1	1
Drawing1ColorPickerFill	1	1
Drawing1ColorPickerFillWordArt	1	1
Drawing1ColorPickerLineStyles	1	1
Drawing1ColorPickerLineStyles2	1	1
Drawing1ColorPickerLineStylesWordArt	1	1
Drawing1GalleryBrightness	1	1
Drawing1GalleryContrast	1	1
Drawing1GalleryRotateObject	1	1
Drawing1GalleryTextures	1	1
DrawingAttachToTask	0	1
DrawingCanvasExpand	1	1
DrawingCanvasFit	1	1
DrawingCanvasInsert	1	1
DrawingCanvasResize	1	1
DrawingCanvasScale	1	1
DrawingCanvasScaleEx	1	0
DrawingExplorer	1	1
DrawingInsert	1	1
DrawingMenu	1	1
DrawingMove	1	1
DrawingNewClassic	1	1
DrawingObjectFormatDialog	1	1
DrawingObjectFormatPublisher	0	1
DrawingPage	0	1
DrawingProperties	1	1
DrillInto	1	1
DrillOut	1	1
DropCapGalleryPub	1	0
DropCapGalleryPublisher	0	1
DropCapInsertGallery	1	1
DropCapOptionsDialog	1	1
DsaReuseProps	1	1
DsaShowStyleApplicationOverlay	1	1
DsaStyleMode	1	1
DsaTargetRule	1	1
DuplicateMasterPage	1	0
DuplicateSelectedSlides	1	1
DuplicateThisPage	0	1
DuplicateView	0	1
DurationIncreaseOnAssigment	0	1
DynamicGrid	0	1
E	1	1
EastAsianEditingMarks	1	1
EditBackground	1	0
EditBusinessCard	1	1
EditBusinessDataEntity	1	1
EditCitation	1	1
EditCitationButton	1	1
EditColumn	1	1
EditComposePage	1	1
EditConnectedSystem	1	1
EditDAX	0	1
EditDataGraphic	1	0
EditDataMacro	1	1
EditDocument	1	1
EditDocumentTemplate	1	1
EditDrawing	1	0
EditExpression	1	1
EditFileGallery	0	1
EditFillMenu	1	1
EditForm	1	1
EditFormGallery	1	1
EditFormInInfoPath	1	0
EditFormula	1	1
EditFunction	1	0
EditGroupCalendar	1	1
EditHyperlink	1	1
EditIcon	1	1
EditItem	1	1
EditLabel	1	1
EditLinks	1	1
EditListItems	1	1
EditMaster	1	1
EditMember	1	1
EditMode	0	1
EditPage	1	1
EditPageAdvancedMode	0	1
EditPageNormalMode	0	1
EditPageWith	0	1
EditPermissionGroup	0	1
EditPermissions	0	1
EditQuery	1	1
EditReadPage	1	1
EditSingleSparklineData	1	0
EditSparklineGroupLocationAndData	1	0
EditSpdPage	1	1
EditSpdPageAdvanced	1	1
EditTableMacro	1	1
EditText	1	1
EditWithOIS	1	0
EditWorkflow	1	1
EditWorkflowGallery	0	1
EditWorkflowTask	1	1
EditWorkflowTextBased	0	1
EditWorkflowVisual	0	1
EditXPath	1	1
EditableStencil	1	1
EditionStopAll	1	0
EditorPerformanceFeedback	1	0
EditorRibbonGiveFeedback	1	1
EffectOptionsMenu	1	1
EllipseTool	1	1
ElseDesignBlock	1	1
ElseIfDesignBlock	1	1
EmailCloseEnvelope	1	1
EmailFormCollectionFolder	0	1
EmailFormTagMessage	0	1
EmailMergeStart	1	1
EmailMergeWizard	1	1
EmailPreview	1	1
EmailPublish	1	1
EmbossFont	1	0
EmptyFolder	1	1
EmptyPictureInsert	0	1
EmptyRecycleBin	1	1
EmptyTrash	1	1
EnableAttachments	1	1
EnableContent	1	1
EnableInlineEdit	1	1
EncodingMenu	1	1
EncryptMessage	1	1
EndBroadcast	1	0
EndOfDocument	1	1
EndOfLine	1	1
EndnoteInsertWord	1	1
EnglishAssistance	0	1
EnglishWritingAssistant	1	1
EngraveFont	1	0
EnterConflictView	1	0
EnterPerson	1	1
EnterProductKey	1	1
EnterpriseActualsSync	1	0
EnterpriseCalendarCreate	1	0
EnterpriseGlobalOpen	1	1
EnterpriseProjectImport	1	1
EnterpriseProjectProfiles	1	1
EnterpriseResourcesImport	1	1
EnterpriseResourcesOpen	1	1
EnterpriseTeamBuilder	1	0
EntityEditAssociation	1	0
EntityEditOperation	1	1
EntityNewAssociation	1	0
EntityPublish	1	1
EntityRemoveAssociation	1	0
EntityRemoveOperation	1	1
EntityViewOperations	1	1
EntityViewSummary	1	1
EnvelopeChineseDialog	1	1
EnvelopeSendAllPages	1	1
EnvelopeSendAsAttachment	1	0
EnvelopesAndLabels	1	1
EnvelopesAndLabelsDialog	1	1
EqualSign	1	1
Equation	1	0
EquationAccentGallery	1	1
EquationChangeLimitLocation	0	1
EquationDelimiterGallery	1	1
EquationEdit	1	1
EquationEditor	0	1
EquationFractionGallery	1	1
EquationFunctionGallery	1	1
EquationInsertGallery	1	1
EquationInsertNew	1	1
EquationIntegralGallery	1	1
EquationLargeOperatorGallery	1	1
EquationLimitGallery	1	1
EquationLinearFormat	1	1
EquationLinearFraction	1	1
EquationMatrixDeleteColumn	1	1
EquationMatrixDeleteRow	1	1
EquationMatrixGallery	1	1
EquationMatrixInsertColumnAfter	1	1
EquationMatrixInsertColumnBefore	1	1
EquationMatrixInsertRowAfter	1	1
EquationMatrixInsertRowBefore	1	1
EquationNaryLimitLocation	1	0
EquationNoBarFraction	1	1
EquationNormalText	1	1
EquationOperatorGallery	1	1
EquationOptions	1	1
EquationOptionsGallery	0	1
EquationOptionsMenu	1	1
EquationProfessional	1	1
EquationRadicalGallery	1	1
EquationScriptGallery	1	1
EquationSkewedFraction	1	1
EquationStackedFraction	1	1
EquationSymbolsInsertGallery	1	1
EquationToggle	1	1
EquationVerticalAlignmentBottom	1	1
EquationVerticalAlignmentCenter	1	1
EquationVerticalAlignmentTop	1	1
EraserLastUsed	0	1
EraserMenu	1	1
EraserMode	1	1
ErrorChecking	1	1
ErrorCheckingMenu	1	1
Errors	1	1
EventManager	1	0
EventMonitor	1	1
EventNames	1	0
EventOnAfterChange	0	1
EventOnBeforeChange	0	1
EventOnContextChange	0	1
EventOnLoad	0	1
EventOnSign	0	1
EventOnSwitchView	0	1
EventOnValidate	0	1
EverythingElseGiveFeedback	1	1
ExcelMhnTest1	1	0
ExcelMhnTest2	1	0
ExcelMhnTest3	1	0
ExcelMhnTest4	1	0
ExcelMhnTest5	1	0
ExcelMhnTest6	1	0
ExcelSpreadsheetInsert	1	1
ExchangeFolder	1	1
ExcludeSelectedRecord	1	1
ExitHollow	1	1
ExpandAllActionBlocks	1	1
ExpandAllBlocks	1	1
ExpandAllHeadings	0	1
ExpandSearchPane	1	1
ExponentiationSign	1	1
Export	1	1
ExportAccess	1	1
ExportBusinessDataCatalogModel	1	1
ExportDBase	1	1
ExportExcel	1	1
ExportFile	1	1
ExportHtmlDocument	1	1
ExportLotus	1	1
ExportMenu	0	1
ExportMoreMenu	1	1
ExportMoreMenu2	1	0
ExportMoreOptionsMenu	0	1
ExportOdbcDatabase	1	1
ExportParadox	1	1
ExportReport	0	1
ExportSavedExports	1	1
ExportSharePointList	1	1
ExportSnapshot	1	1
ExportTextFile	1	1
ExportTo	1	1
ExportToAccess	1	1
ExportToEmailCampaign	1	0
ExportToVCardFile	1	1
ExportToVideo	1	1
ExportWord	1	1
ExportWorkflow	1	0
ExportXmlFile	1	1
ExtendedTextFormattingMRU	1	0
ExtendedTextFormattingMenu	1	1
ExtendedTextFormattingMostRecenltyUsed	0	1
ExternalBorderColor	1	0
ExternalDataWindow	0	1
ExternalFillColor	1	0
Eyedropper3DColor	1	1
EyedropperFill	0	1
EyedropperFillColor	1	1
EyedropperFillText	0	1
EyedropperFontColor	1	1
EyedropperGlow	0	1
EyedropperGlowText	0	1
EyedropperLineColor	1	1
EyedropperLineColorText	0	1
EyedropperOutline	0	1
EyedropperOutlineText	0	1
EyedropperRecolor	0	1
EyedropperShadowColor	1	1
F	1	1
FPAggregateDataSource	1	1
FPTable	1	1
FPTableAutoFormat	1	1
FacilitiesAssignCategory	1	1
FacilitiesImportData	1	1
FacilitiesLabelShapes	1	1
FacilitiesRefresh	1	1
FastForwardLong	1	1
FastForwardShort	1	1
FavoriteHighlighter1	0	1
FavoriteHighlighter2	0	1
FavoriteHighlighter3	0	1
FavoriteHighlighter4	0	1
FavoritePen1	0	1
FavoritePen2	0	1
FavoritePen3	0	1
FavoritePen4	0	1
FavoritePen5	0	1
FavoritePen6	0	1
FavoritePen7	0	1
FavoritePen8	0	1
Favorites	1	1
FaxExtensionAttributes	1	1
FieldAfterUpdate	1	1
FieldAndTableEvents	1	0
FieldCaption	1	1
FieldChooser	1	1
FieldCodes	1	1
FieldInsert	1	1
FieldList	1	1
FieldPropertiesDialog	0	1
FieldPropertiesMore	0	1
FieldSetProperties	1	0
FieldSettings	1	1
FieldShading	1	1
FieldSize	1	1
FieldValidationMenu	1	1
FieldsManage	1	1
FieldsMenu	1	1
FieldsPaneShowHide	0	1
FieldsRefresh	0	1
FieldsShowHidePublisher	0	1
FieldsUpdate	1	1
FileAddDigitalSignature	1	1
FileAttachmentInsert	0	1
FileBackUpSqlDatabase	1	1
FileBackupDatabase	1	1
FileCheckIn	1	1
FileCheckOut	1	1
FileCheckOutDiscard	1	1
FileClose	1	1
FileCloseAll	1	1
FileCloseAndLogOff	0	1
FileCloseDatabase	1	1
FileCloseOrCloseAll	1	1
FileCompactAndRepairDatabase	1	1
FileCompatibilityChecker	1	1
FileCompatibilityCheckerPowerPoint	1	1
FileCompatibilityCheckerWord	1	1
FileCreateDocumentWorkspace	1	1
FileDatabaseProperties	1	1
FileDiscardCachedChanges	0	1
FileDocumentEncrypt	1	1
FileDocumentInspect	1	1
FileDocumentManagementInformation	1	1
FileDropSqlDatabase	1	1
FileEmailAsPdfEmailAttachment	1	1
FileEmailAsXpsEmailAttachment	1	1
FileExcelServicesOptions	1	1
FileExit	1	1
FileFind	1	1
FileImport	1	1
FileInternetFax	1	1
FileLinksToFiles	1	1
FileManageMenu	1	1
FileMarkAsFinal	1	1
FileMenuPrintHeaderAccess	1	1
FileMenuPrintHeaderOutlook	1	1
FileMenuPublishHeader	1	1
FileMenuSaveAsHeaderOutlook	1	1
FileMenuSendHeader	1	1
FileMenuServerTasksHeader	1	1
FileNew	1	1
FileNewBlankDocument	1	1
FileNewBlogPost	1	1
FileNewContext	1	1
FileNewDatabase	1	1
FileNewDefault	1	1
FileNewDialogClassic	1	1
FileNewDocument	0	1
FileNewEmail	1	1
FileNewWebPage	1	1
FileOpen	1	1
FileOpenDatabase	1	1
FileOpenDirectly	0	1
FileOpenRecentFile	1	1
FileOpenUsingBackstage	0	1
FilePackageAndSign	1	1
FilePackageForCD	1	1
FilePageSetupCalendar	1	1
FilePageSetupCalendarFonts	0	1
FilePageSetupFooter	1	0
FilePageSetupHeader	1	0
FilePageSetupLegend	1	0
FilePageSetupMargins	1	0
FilePageSetupPage	1	1
FilePageSetupView	1	0
FilePermission	1	1
FilePermissionRestrictMenu	1	1
FilePermissionView	1	1
FilePrepareMenu	1	1
FilePrint	1	1
FilePrintPreview	1	1
FilePrintQuick	1	1
FilePrintSetup	1	1
FileProperties	1	1
FilePublish	0	1
FilePublishAsWebPage	1	1
FilePublishExcelServices	1	1
FilePublishSlides	1	1
FilePublishToSharePoint	1	1
FileSave	1	1
FileSaveACopy	0	1
FileSaveAs	1	1
FileSaveAsAccess2000	1	1
FileSaveAsAccess2002_2003	1	1
FileSaveAsAccess2007	1	1
FileSaveAsContextualItem	0	1
FileSaveAsCurrentFileFormat	1	1
FileSaveAsExcel97_2003	1	1
FileSaveAsExcelOpenDocumentSpreadsheet	1	1
FileSaveAsExcelXlsb	1	1
FileSaveAsExcelXlsx	1	1
FileSaveAsExcelXlsxMacro	1	1
FileSaveAsMenuAccess	1	1
FileSaveAsOtherFormats	1	1
FileSaveAsPdf	1	1
FileSaveAsPdfOrXps	1	1
FileSaveAsPowerPoint97_2003	1	1
FileSaveAsPowerPointOpenDocumentPresentation	1	1
FileSaveAsPowerPointPpsx	1	1
FileSaveAsPowerPointPptx	1	1
FileSaveAsWebPage	1	1
FileSaveAsWord97_2003	1	1
FileSaveAsWordDocx	1	1
FileSaveAsWordDotx	1	1
FileSaveAsWordOpenDocumentText	1	1
FileSaveAsXps	1	1
FileSaveDatabaseAsLocal	0	1
FileSaveToDocumentManagementServer	1	1
FileSendAsAttachment	1	1
FileSendMenu	1	1
FileSendToPowerPoint	1	1
FileServerLinkTables	1	1
FileServerMenu	1	1
FileServerTasksMenu	1	1
FileServerTransferDatabase	1	1
FileStartWorkflow	1	1
FileUpdate	1	1
FileVersionHistory	1	1
FileVersionHistoryWord	1	1
FileViewDigitalSignatures	1	1
FileWorkflowTasks	1	1
FilesToolAddFiles	1	1
FilesToolArrange	1	1
FilesToolArrangeGallery	1	1
FilesToolCurrentViewGallery	1	0
FilesToolDownloadFile	1	1
FilesToolDownloadMenu	1	1
FilesToolFileProperties	1	1
FilesToolFilePropertiesMenu	1	1
FilesToolGrooveFileProperties	0	1
FilesToolNavigateToParentFolder	1	1
FilesToolNewFileGallery	1	1
FilesToolNewFolderGallery	1	1
FilesToolSaveAs	1	1
FilesToolSharePointProperties	0	1
FilesToolShowDownloadProgress	1	1
FilesToolShowHideFolders	1	1
FillBackColorSplitDropdown	1	1
FillColorGallery	0	1
FillDialog	0	1
FillDown	1	1
FillEffects	1	1
FillLeft	1	1
FillMenu	1	1
FillOutAForm	1	1
FillOutThisForm	0	1
FillPattern	1	1
FillRight	1	1
FillStyle	0	1
FillUp	1	1
FillerTemplateItem	0	1
Filter	1	1
FilterAdvancedByForm	1	1
FilterAdvancedMenu	1	1
FilterByResource	1	1
FilterBySelection	1	1
FilterClear	1	1
FilterClearAllFilters	1	1
FilterNew	1	1
FilterReapply	1	1
FilterToggleFilter	1	1
FilterView	1	1
Filters	1	1
FiltersGallery	1	1
FiltersMenu	1	1
FindAForm	1	1
FindAllDownloadedDocuments	0	1
FindAllRelatedMenu	1	1
FindByDateMenu	1	1
FindContactCombo	1	1
FindDialog	1	1
FindDialogExcel	1	1
FindInNavigation	1	0
FindMenu	1	1
FindMessagesFromSender	1	0
FindNext	1	1
FindPrevious	1	0
FindPublicFolder	1	1
FindRelatedMenu	1	1
FindRelatedMessages	1	0
FindSimilarShape	1	0
FindTag	1	1
FindTaggedNotes	1	1
FindText	1	1
FindUnread	1	1
FingerPaintingMode	0	1
First10RecordsPreview	1	1
FirstPage	0	1
FirstTile	1	1
Fish	1	1
FitCurve	1	0
FitToContents	1	1
FitToDrawing	1	0
FixInTaskInspector	0	1
FixInTaskInspectorVisibleByContext	1	0
FlagCustom	1	1
FlagMessage	1	1
FlagNextWeek	1	1
FlagNoDate	1	1
FlagThisWeek	1	1
FlagToday	1	1
FlagTomorrow	1	1
FlashProperties	1	0
FloorPlanConvertToWalls	1	1
FloorPlanDisplayOptions	1	1
FlowchartBottomToTop	1	1
FlowchartLeftToRight	1	1
FlowchartRightToLeft	1	1
FlowchartTopToBottom	1	1
FlyoutAnchorAlignTo	1	1
FlyoutAnchorCatalogMergeFillOrder	1	0
FlyoutAnchorChangePicture	1	0
FlyoutAnchorDataSubmitToOtherLocationsMenu	1	0
FlyoutAnchorEditMenu	1	1
FlyoutAnchorExportMenu	1	0
FlyoutAnchorFileMenu	1	1
FlyoutAnchorFormatMenu	1	1
FlyoutAnchorHelpMenu	1	1
FlyoutAnchorInsertMenu	1	1
FlyoutAnchorJotRecord	1	1
FlyoutAnchorOpenMenu	1	1
FlyoutAnchorOtherConnectionsMenu	1	0
FlyoutAnchorPictureMenu	1	1
FlyoutAnchorPropertiesMenu	1	1
FlyoutAnchorTableInsertMenu	1	1
FlyoutAnchorTableMenu	1	1
FlyoutAnchorToolsMenu	1	1
FlyoutAnchorViewMenu	1	1
FlyoutWebPartZoneLayout	1	0
Folder	1	1
FolderDelete	0	1
FolderPanePreviewFolder	1	1
FolderProperties	1	1
FolderPropertiesContext	1	1
FolderRetentionPolicyTag	1	1
FolderScopeGallery	1	1
FolderSharingPermissions	1	0
FolderView	1	1
FolderViewOnlineTable	0	1
FollowCodeHyperlink	1	1
FollowHyperlink	1	0
FollowUpComposeMenu	1	1
FollowUpMenu	1	1
FollowUpReadMenu	1	1
Font	1	1
FontAlternateFillBackColorPicker	1	1
FontColorCycle	1	1
FontColorGallery	0	1
FontColorMoreColorsDialog	1	1
FontColorMoreColorsDialogExcel	1	1
FontColorMoreColorsDialogPowerPoint	1	1
FontColorPicker	1	1
FontConditionalFormatting	1	1
FontDialog	1	1
FontDialogPowerPoint	1	1
FontDialogVisio	1	1
FontEmboss	0	1
FontEngrave	0	1
FontFillBackColorPicker	1	1
FontForeColorSplitDropdown	1	1
FontOutline	0	1
FontPaneShowHide	0	1
FontProperties	1	1
FontSchemes	1	1
FontShadingColorMoreColorsDialog	1	1
FontShadow	0	1
FontSize	1	1
FontSizeDecrease	1	1
FontSizeDecrease1Point	1	1
FontSizeDecreaseWord	1	1
FontSizeIncrease	1	1
FontSizeIncrease1Point	1	1
FontSizeIncreaseWord	1	1
FontSpd	1	1
FontStyles	1	1
FontsReplaceFonts	1	1
FooterInsertGallery	1	1
FooterInsertPub	1	0
FooterInsertPublisher	0	1
FootnoteEndnoteDialog	1	1
FootnoteInsert	1	1
FootnoteNext	1	1
FootnoteNextWord	1	1
FootnotesEndnotesShow	1	1
ForceRefresh	1	1
ForecastToday	0	1
ForecastTomorrow	0	1
FormControlButton	1	1
FormControlCheckBox	1	1
FormControlCombinationDropDownEdit	1	1
FormControlCombinationListEdit	1	1
FormControlComboBox	1	1
FormControlEditBox	1	1
FormControlGroupBox	1	1
FormControlInsertMenu	0	1
FormControlLabel	1	1
FormControlListBox	1	1
FormControlRadioButton	1	1
FormControlScrollBar	1	1
FormControlSpinner	1	1
FormDatasheetWeb	0	1
FormDefaultData	0	1
FormExportToExcel	0	1
FormExportToWeb	0	1
FormFieldClear	1	1
FormFieldProperties	1	1
FormFieldPropertiesSpd	1	0
FormFieldReset	1	1
FormFillingFeedback	1	1
FormHeaderOrFooterShowHide	1	1
FormPreview	0	1
FormProperties	1	1
FormProperties2	1	1
FormPropertiesInfoPath	0	1
FormPublish	1	1
FormPublishMenu	1	1
FormRegionClose	1	1
FormRegionMenu	1	1
FormRegionNew	1	1
FormRegionOpen	1	1
FormRegionSave	1	1
FormRegionSaveMenu	1	1
FormViewShow	1	0
FormatAllTextProps	1	0
FormatAsLinkToDisplayForm	1	1
FormatAsLinkToEditForm	1	1
FormatAsTableGallery	1	1
FormatBackground	1	1
FormatBar	1	1
FormatBarStylesMenu	1	1
FormatCellsDialog	1	1
FormatCellsFontDialog	1	1
FormatCellsMenu	1	1
FormatCellsNumberDialog	1	1
FormatColumns	1	1
FormatComment	1	1
FormatDiagram	1	1
FormatDrawingObject2	1	0
FormatFill	1	0
FormatHorizRule	1	1
FormatLine	1	0
FormatLineEnds	1	0
FormatLinePattern	1	0
FormatLineWeight	1	0
FormatMergeFieldMenu	1	0
FormatNumberDefault	1	1
FormatObject2	1	1
FormatOrgChart	1	1
FormatPageNumbers	0	1
FormatPainter	1	1
FormatPictureOrShapeDialogClassic	1	1
FormatPlaceholder	1	1
FormatTable	1	0
FormatTextBox	1	0
FormatTextBox2	1	0
FormatTextMore	1	1
FormatWordArt	1	0
FormattingDataType	1	1
FormattingDecreaseDecimals	1	1
FormattingFormat	1	1
FormattingIncreaseDecimals	1	1
FormattingMarkDropDown	1	1
FormattingMarksMenu	1	1
FormattingRequiredField	1	1
FormattingRequiredFieldToggle	1	1
FormattingUnique	1	1
FormattingUniqueToggle	1	1
FormsMenu	1	1
FormsToolAdvancedFind	1	1
FormsToolArrangeViewGallery	1	1
FormsToolClearFindResults	1	1
FormsToolDelete	1	1
FormsToolExportMenu	1	1
FormsToolFind	1	1
FormsToolFindMenu	1	1
FormsToolImportMenu	1	1
FormsToolNewRecordGallery	1	1
FormsToolRunMacroGallery	1	1
FormsToolSaveAndClose	1	1
Formula	1	1
FormulaEvaluate	1	1
FormulaMoreFunctionsMenu	1	1
Forward	1	1
ForwardAsAttachment	1	1
ForwardAsBusinessCard	1	1
ForwardAsICalendar	1	1
ForwardAttach	1	1
ForwardContact	1	1
ForwardInForwardMenu	1	1
ForwardMenu	1	1
ForwardTask	1	1
ForwardToMobile	1	1
FragmentShapes	1	0
FrameCreateAbove	1	1
FrameCreateBelow	1	1
FrameCreateLeft	1	1
FrameCreateRight	1	1
FrameDelete	1	1
FrameInsertHorizontal	1	1
FrameProperties	1	0
FramePropertiesDialog	1	1
FrameSaveCurrentAs	1	1
FreeformTool	1	1
FreezePanes	1	1
FrontPageToggleBookmark	1	1
FullPageView	1	1
FullScreenViewClassic	1	1
FunctionInsertVisio	0	1
FunctionLookup	1	1
FunctionWizard	1	1
FunctionsCompatibility	0	1
FunctionsCubeInsertGallery	1	1
FunctionsDateTimeInsertGallery	1	1
FunctionsEngineeringInsertGallery	1	1
FunctionsFinancialInsertGallery	1	1
FunctionsInformationInsertGallery	1	1
FunctionsLogicalInsertGallery	1	1
FunctionsLookupReferenceInsertGallery	1	1
FunctionsMathTrigInsertGallery	1	1
FunctionsRecentlyUsedtInsertGallery	1	1
FunctionsStatisticalInsertGallery	1	1
FunctionsTextInsertGallery	1	1
FunctionsWebInsertGallery	0	1
G	1	1
GalAttachMasterPage	1	1
GalInsertAspNet	1	1
GalInsertHtml	1	1
GalInsertSharePoint	1	1
GalInsertWebPart	1	1
GalParagraphStyles	1	0
GalPens	1	0
GalPosition	1	1
GalPrintPagesTall	1	1
GalPrintPagesWide	1	1
GalPrintScale	1	1
GalRotateShape	1	1
GalleryAllShapesAndCanvas	1	1
GalleryAllShapesAndTextboxes	1	1
GalleryBarStyle	1	1
GalleryControls	1	0
GallerySendOptions	1	0
GalleryTimelineView	1	1
GanttBarColorPicker	1	1
GanttBarFormat	1	1
GanttChart	1	0
GanttChartBarStylesFormat	1	0
GanttChartGallery	1	1
GanttChartViewAllGallery	1	0
GanttChartViewGallery	1	1
GanttChartWizard	1	1
GanttColumnHide	1	1
GanttColumnInsert	1	1
GanttDataExport	1	1
GanttDataImport	1	1
GanttDrawingsShow	1	1
GanttGoToFinish	1	1
GanttGoToStart	1	1
GanttNext	1	1
GanttOptions	1	1
GanttPrevious	1	1
GanttScrollToTask	1	1
GanttTaskDelete	1	1
GanttTaskIndent	1	1
GanttTaskLink	1	1
GanttTaskNew	1	1
GanttTaskOutdent	1	1
GanttTaskUnlink	1	1
GanttView	1	0
GanttWorkingTimeConfigure	1	1
GenerateLocalResources	1	0
GetExternalDataExistingConnections	1	1
GetExternalDataFromAccess	1	1
GetExternalDataFromOtherSources	1	1
GetExternalDataFromText	1	1
GetExternalDataFromWeb	1	1
GetExternalDataImportClassic	1	1
GetLinks	0	1
GlowColorMoreColorsDialog	1	1
GlowColorPicker	1	1
GlowOptionsDialog	1	0
GlowsMoreOptions	0	1
GlueToConnectionPoints	1	1
GlueToGeometry	1	0
GlueToGuides	1	1
GlueToHandles	1	0
GlueToShapeGeometry	0	1
GlueToShapeHandles	0	1
GlueToShapeVertices	0	1
GlueToVertices	1	0
GlueToggle	0	1
GoDrafts	1	1
GoLeftToRight	1	1
GoLtrDown	1	1
GoLtrFocus	1	1
GoLtrHover	1	1
GoRtl	1	1
GoRtlDown	1	1
GoRtlFocus	1	1
GoRtlHover	1	1
GoTo	1	1
GoToBookmark	1	1
GoToDate	1	0
GoToDrawingPage	1	0
GoToFooter	1	1
GoToFunction	1	1
GoToHeader	1	1
GoToItemInVersions	1	1
GoToList	1	1
GoToMail	1	1
GoToMenuAccess	1	1
GoToNewRecord	1	1
GoToNextAppointment	1	1
GoToNextErrorInfoPath	0	1
GoToNextUnreadPage	0	1
GoToPageDropdown	1	0
GoToPageVisio	0	1
GoToPreviousAppointment	1	1
GoToSelectedTask	1	0
GoToTableOfContents	1	1
GotoCalendar	1	1
GotoContacts	1	1
GotoFolderList	1	1
GotoJournal	1	1
GotoNextUnreadPage	1	0
GotoNotes	1	1
GotoOutlookToday	1	1
GotoShortcuts	1	1
GotoSolution	1	1
GotoTasks	1	1
GradientColor	1	1
GradientGallery	1	1
Grammar	1	1
GrantUserPermissions	1	1
GraphViewGallery	1	1
GraphicsManagerDialog	1	0
GraphicsManagerShowHide	0	1
GreenBall	1	1
GridGuidesMenu	0	1
GridSettings	1	1
GridShowHide	1	1
GridSnapTo	0	1
GridlinesBoth	1	0
GridlinesColorPicker	1	1
GridlinesExcel	1	1
GridlinesGallery	1	1
GridlinesMenu	1	1
GridlinesProject	1	1
GridlinesStyleGallery	1	1
GridlinesWidthGallery	1	1
GrooveActivateOffice	1	0
GrooveAddToolGallery	1	0
GrooveAddToolsHelp	1	0
GrooveAlertHelp	1	0
GrooveArrangePeopleByAlphabetical	1	0
GrooveArrangePeopleByOrganization	1	0
GrooveArrangePeopleByRole	1	0
GrooveArrangePeopleByStatus	1	0
GrooveArrangePeopleByVerificationStatus	1	0
GrooveArrangeTools	1	0
GrooveArrangeToolsByAlphabetical	1	0
GrooveArrangeToolsByDefault	1	0
GrooveArrangeToolsByToolType	1	0
GrooveBrowseTools	1	0
GrooveCalendarToolExportAllAppointments	1	0
GrooveCalendarToolExportSelectedAppointment	1	0
GrooveCalendarToolImport	1	0
GrooveCalendarToolNewAppointment	1	0
GrooveCalendarToolSelectDate	1	0
GrooveCalendarToolToday	1	0
GrooveCancelEditing	1	0
GrooveCheckForUpdates	1	0
GrooveCheckIn	1	0
GrooveCheckOut	1	0
GrooveChessToolNewGame	1	0
GrooveChessToolRotateLeft	1	0
GrooveChessToolRotateRight	1	0
GrooveCloseWindow	1	0
GrooveCollapseAll	1	0
GrooveColorAqua	1	0
GrooveColorBlack	1	0
GrooveColorBlue	1	0
GrooveColorFuchsia	1	0
GrooveColorGray	1	0
GrooveColorGreen	1	0
GrooveColorLime	1	0
GrooveColorMaroon	1	0
GrooveColorMenu	1	0
GrooveColorNavy	1	0
GrooveColorOlive	1	0
GrooveColorPurple	1	0
GrooveColorRed	1	0
GrooveColorSilver	1	0
GrooveColorTeal	1	0
GrooveColorWhite	1	0
GrooveColorYellow	1	0
GrooveCommunicationsManager	1	0
GrooveContactAddToContacts	1	0
GrooveContactAddToMyContacts	1	0
GrooveContactProperties	1	0
GrooveContactUninvite	1	0
GrooveContactUninviteMember	1	0
GrooveContactUs	1	0
GrooveCopyAsLink	1	0
GrooveCopyAsLinkMenu	1	0
GrooveCopyEntryAsLink	1	0
GrooveCopyInvitationToClipboard	1	0
GrooveCustomerFeedbackOptions	1	0
GrooveDelete	1	0
GrooveDeleteAllAttachments	1	0
GrooveDeleteItem	1	0
GrooveDeleteTool	1	0
GrooveDeleteWorkspaceFromThisComputer	1	0
GrooveDeleteWorkspaceMenu	1	0
GrooveDetectURLs	1	0
GrooveDiscussionHelp	1	0
GrooveEditItem	1	0
GrooveEventHelp	1	0
GrooveExpandAll	1	0
GrooveFilesToolAddFiles	1	0
GrooveFilesToolArrange	1	0
GrooveFilesToolArrangeGallery	1	0
GrooveFilesToolCopyTo	1	0
GrooveFilesToolDownload	1	0
GrooveFilesToolDownloadFile	1	0
GrooveFilesToolDownloadMenu	1	0
GrooveFilesToolFileProperties	1	0
GrooveFilesToolFilePropertiesMenu	1	0
GrooveFilesToolNavigateToParentFolder	1	0
GrooveFilesToolNewFileGallery	1	0
GrooveFilesToolNewFolder	1	0
GrooveFilesToolSaveAs	1	0
GrooveFilesToolSaveFiles	1	0
