idMso	Exists in Office 2010	Exists in Office 2013
HeaderFooterPositionFooterFromBottom	1	1
HeaderFooterPositionHeaderFromTop	1	1
HeaderFooterPreviousSection	1	1
HeaderFooterRemoveFooterWord	1	1
HeaderFooterRemoveHeaderWord	1	1
HeaderFooterSheetNameInsert	1	1
HeaderInsertGallery	1	1
HeaderInsertPub	1	0
HeaderInsertPublisher	0	1
HeaderOrFooterShow	1	1
HeaderRowNoFormatting	0	1
HeaderSourceEdit	1	1
HeadingGalleryPub	1	1
Heart	1	1
Help	1	1
HelpContactMicrosoft	0	1
HelpCueCards	1	1
HelpDevResources	0	1
HelpFundamentals	1	0
HelpGettingStarted	0	1
HelpKeyboardShortcuts	0	1
HelpLaunch	1	1
HelpReference	1	0
HelpWhatsNew	1	0
HideDetails	1	1
HidePageTitle	1	0
HidePageVersions	1	0
HideRibbon	0	1
HideScratchArea	1	1
HideTableBorders	1	0
HideTaskPanes	1	1
HideWindowMenu	1	1
HierarchyBottomToTop	1	1
HierarchyLeftToRight	1	1
HierarchyRightToLeft	1	1
HierarchyTopToBottom	1	1
HighImportance	1	1
HighlightClear	1	1
HighlightDrivenSuccessors	0	1
HighlightDrivingPredecessors	0	1
HighlightFilters	1	1
HighlightFiltersGroup	1	1
HighlightNew	1	1
HighlightPredecessors	0	1
HighlightSuccessors	0	1
Highlighter	1	0
HighlighterMode	1	1
HorizontalGridlines	1	0
HorizontalLineInsert	1	1
HorizontalLineInsert2	1	0
HorizontalLineInsertClassic	1	1
HorizontalLineInsertInfoPath	0	1
HorizontalLineProperties	1	0
HorizontalRegion	1	1
HorizontalRepeatingTable	1	1
HorizontalSpacingDecrease	1	1
HorizontalSpacingIncrease	1	1
HorizontalSpacingMakeEqual	1	1
Hotspot	1	1
HotspotGallery	1	1
HoverColor	1	1
HoverForeColor	1	1
HtmlBalanceBraces	1	1
HtmlClearBookmarks	1	1
HtmlCodeFragment	0	1
HtmlInsertComment	1	1
HtmlInsertEndTag	1	1
HtmlInsertStartTag	1	1
HtmlListCodeSnippets	1	1
HtmlMatchTag	1	1
HtmlNextBookmark	1	1
HtmlPaneShowHide	0	1
HtmlPreviousBookmark	1	1
HtmlPropertyGrid	1	0
HtmlSelectTag	1	1
HyperlinkControl	0	1
HyperlinkCreate	0	1
HyperlinkCreateHere	0	1
HyperlinkEdit	1	1
HyperlinkFlyoutAnchor	1	1
HyperlinkInsert	1	1
HyperlinkInsertPowerPoint	1	1
HyperlinkOpenExcel	1	1
HyperlinkProperties	1	1
HyperlinkRemove	1	1
HyperlinksRemove	1	1
HyperlinksVerify	1	1
HyphenationMenu	1	1
HyphenationOptions	1	1
I	1	1
IMAppFormSendByIM	1	1
IMAppFormShareNow	1	0
IMMenu	1	1
IPDesignChecker	1	0
IPMultiSelect	1	1
IconBucketTool	1	1
IconEditClose	0	1
IconEditorClose	1	0
IconLassoTool	1	0
IconPencilTool	1	1
IconSelectArea	0	1
IconSelectLasso	0	1
IconSelectNet	1	0
IconServiceDefault	0	1
IconServiceLaunch	0	1
IconServiceManage	0	1
IconsAndDetails	1	1
IconsAndNames	1	1
IconsOnly	1	1
IdentityEdit	0	1
IfDesignBlock	1	1
IfElseDesignBlock	1	1
IgnoreConversation	1	1
IgnoreHtmlChanges	1	1
IgnoreIssue	1	0
IgnoreThisIssue	1	1
IgnoreThisIssueMenu	0	1
IgnoreWarningsForTaskVisibleByContext	1	0
IgnoredTaskWarningsShow	0	1
ImageHotspotProperties	1	1
ImageProperties	1	1
ImagePropertiesInfoPath	0	1
ImagerScan	1	1
ImapFolders	1	1
ImapUndelete	1	1
ImeDictionaryUpdate	1	1
ImexRunExport	1	1
ImexRunImport	1	1
ImmersiveZoom	0	1
Import	1	1
ImportAccess	1	1
ImportDBase	1	1
ImportDataIntoShapes	1	0
ImportExcel	1	1
ImportExport	1	1
ImportFormData	1	1
ImportHtmlDocument	1	1
ImportLotus	1	1
ImportMoreMenu	1	1
ImportMoreMenu2	1	0
ImportMoreOptionsMenu	0	1
ImportOdbcDatabase	1	1
ImportOpml	1	1
ImportOutlook	1	1
ImportOutlookTasks	1	0
ImportParadox	1	1
ImportReport	0	1
ImportSavedImports	1	1
ImportSharePointList	1	1
ImportTemplate	1	1
ImportTextFile	1	1
ImportWorkbook	1	1
ImportWorkflow	1	0
ImportXmlFile	1	1
InBrowserGallery	1	1
InactivateTask	1	0
InboxAssistant	1	1
IncludeInNavigationBars	1	1
IncreaseDurationOnAssignmentVisibleByContext	1	0
IncrementalSearch	1	1
IndentClassic	1	1
IndentDecrease	1	1
IndentDecreaseExcel	1	1
IndentDecreaseWord	1	1
IndentIncrease	1	1
IndentIncreaseExcel	1	1
IndentIncreaseWord	1	1
IndentName	1	0
IndentRTL	1	1
IndexInsert	1	1
IndexMarkEntry	1	1
IndexUpdate	1	1
Indexed	1	1
Info	1	1
InfopathExportForms	1	1
InfopathExportToExcel	1	1
InfopathFormActionsMenu	1	1
InfopathPromoteFormProperties	1	1
InformationDialog	1	1
InheritPermissions	1	1
InkBallpointPen	1	1
InkColorMoreColorsDialog	1	1
InkColorPicker	1	1
InkCovertToGeometry	0	1
InkCovertToTextVisio	0	1
InkDeleteAllInk	1	1
InkDrawingAndWriting	1	1
InkDrawingMode	0	1
InkDropdown	1	0
InkEnterInkEntryMode	1	0
InkEntry	1	1
InkEntryMode	1	1
InkEquation	1	1
InkEraseMode	1	1
InkEraser	1	1
InkEraserMenu	1	1
InkFeltTipPen	1	1
InkHighlighter	1	1
InkInsertSpace	1	1
InkLeaveInkEntryMode	1	0
InkLineColorPicker	1	1
InkLineWidth	1	1
InkMenu	0	1
InkNormalMode	1	1
InkPen0	1	1
InkPen1	1	1
InkPen2	1	1
InkPen3	1	1
InkPen4	1	1
InkReviewerPen	1	1
InkSelectBallpointPen	1	1
InkSelectFelttipPen	1	1
InkSelectHighlighter	1	1
InkShapeClose	0	1
InkShapeGallery	1	1
InkStopInkingReadingView	1	1
InkStylesGallery	1	1
InkThickness	1	1
InkToTextMode	0	1
InkTool	1	1
InkToolsClose	1	1
InkToolsSelect	1	0
InkTransparency	1	1
InkingBiasAuto	0	1
InkingBiasDraw	0	1
InkingBiasWrite	0	1
InkingStart	1	1
InlineEditMenu	1	1
InlineFrameProperties	1	0
InsertAction	1	0
InsertActionGallery	1	1
InsertAlignmentTab	1	1
InsertAppOnlyBlock	0	1
InsertAudioRecording	1	0
InsertAudioVideoMenu	1	1
InsertBanner	1	0
InsertBookmark	1	0
InsertBookmarkSpd	1	1
InsertBranch	1	1
InsertBuildingBlock	1	1
InsertBuildingBlocksCommonPartsGallery	1	1
InsertBuildingBlocksEquationsGallery	1	1
InsertBuildingBlocksFooterGallery	1	1
InsertBuildingBlocksHeaderGallery	1	1
InsertBusinessInfo	1	1
InsertCAD	1	0
InsertCallout	1	0
InsertCellMenu	1	1
InsertCellstMenu	1	1
InsertChart	1	1
InsertChartGalleryWizard	0	1
InsertColumn3	1	1
InsertColumnLeft	1	1
InsertColumnLeftAccess	0	1
InsertColumnRight	1	1
InsertColumnRightAccess	0	1
InsertColumnSparkline	1	0
InsertColumns	1	1
InsertConditionGallery	1	1
InsertContentStore	1	1
InsertControl	1	1
InsertCopiedCells	1	1
InsertCutCells	1	1
InsertDIV	1	1
InsertDataGraphicLegend	1	1
InsertDataGraphicLegendGallery	1	0
InsertDataMap	1	1
InsertDataSourceGallery	1	1
InsertDataView	1	0
InsertDataViewControlGallery	1	1
InsertDeclarativeStep	0	1
InsertDeprecatedFunctionsGallery	1	0
InsertDesignGallery	1	1
InsertDialog	1	1
InsertDocumentImages	1	0
InsertDrawingCanvas	1	1
InsertElseBranch	0	1
InsertEmptyDataView	1	1
InsertEmptyPicture	1	0
InsertEvents	1	1
InsertExcelSpreadsheetMenu	0	1
InsertFileAttachment	1	0
InsertFileUploadAndLink	0	1
InsertFlowGallery	0	1
InsertFormControlMenu	1	0
InsertFormula	1	0
InsertHR	1	1
InsertHighPrivilegeBlock	1	1
InsertIButton	1	1
InsertIButtonContext	1	0
InsertImageHtmlTag	1	1
InsertInlineFrame	1	1
InsertLayer	1	1
InsertLineSparkline	1	0
InsertLink	1	1
InsertListForm	1	1
InsertLoopCondition	0	1
InsertLoopGallery	0	1
InsertLoopNTimes	0	1
InsertMenu	1	1
InsertMenuHeader	1	1
InsertMergeFieldGallery	1	0
InsertMoreAdvertisements	1	0
InsertMoreBI	1	0
InsertMoreCalendars	1	0
InsertMoreControls	1	0
InsertMoreDesignAccents	1	0
InsertMoreDesigns	1	1
InsertMorePageParts	1	0
InsertMoreTextBoxes	1	1
InsertMoreVertTextBoxes	1	1
InsertMovieDialog	0	1
InsertNavBar	1	0
InsertNavigationBar	1	0
InsertNavigationButton	1	1
InsertNewComment	0	1
InsertNewForegroundPage	1	0
InsertNumberAlt	1	0
InsertNumberAlternate	0	1
InsertOutlookMeetingDetails	1	0
InsertPage	1	0
InsertPageBlank	1	0
InsertPageFlyout	1	0
InsertPanel	1	1
InsertParagraphHtmlTag	1	1
InsertParallelBlock	1	1
InsertPersonalizedHyperlink	1	0
InsertPictureDialog	0	1
InsertPicturePowerPointFlyoutAnchor	1	1
InsertPivotDiagram	1	0
InsertProject	1	1
InsertResourceMenu	1	1
InsertRow	1	1
InsertRowAbove	1	1
InsertRowAboveAccess	0	1
InsertRowBelow	1	1
InsertRowBelowAccess	0	1
InsertRows	1	1
InsertRowsColumnsMenu	1	1
InsertRowsOrColumns2	1	0
InsertSPAN	1	1
InsertSequentialStep	1	1
InsertStage	0	1
InsertStageGallery	0	1
InsertStepMenu	1	1
InsertSymbol	1	1
InsertTable	1	1
InsertTableCaption	1	1
InsertTag	1	1
InsertTagMenu	1	1
InsertTextEffect	1	1
InsertTimeline	0	1
InsertVideoRecording	1	0
InsertVisioDrawingMenu	0	1
InsertWebPartZone	1	1
InsertWinLossSparkline	1	0
InspectTask	1	0
InspectTaskLabel	0	1
InspectTasksMenu	1	1
InstantSearch	1	1
IntelliSenseMenu	1	1
InterconnectDeleteCard	1	1
InterconnectNextSide	1	1
InterconnectOpen	1	1
InterfaceTipDownloadLanguage	1	0
InterfaceTipGallery	1	0
InterfaceTipSelectLang	1	0
InternationalCurrency	1	1
IntersectShapes	1	0
InviteAttendees	1	1
InviteMembers	1	1
InviteMembersLB	1	1
InviteMembersMenu	1	1
InviteMyOtherComputers	1	1
InvitePeople	1	0
InviteToNotebook	1	1
InviteViaOutlook	1	1
Italic	1	1
ItemProperties	1	1
ItemsGroup	1	1
J	1	1
JapaneseGreetingsInsertMenu	1	1
JapanesePostcardCreateAddressSide	1	1
JapanesePostcardCreateLetterSide	1	1
JapanesePostcardDialog	1	1
JapanesePostcardMenu	1	1
JoinRelatedDataGallery	1	0
JoinShapes	1	0
JotANPauseRecording	1	0
JotANPlay	1	0
JotANStartRecording	1	1
JotANStopPlayback	1	1
JotANStopRecording	1	0
JotANUnlinkNote	1	1
JotActionItemClearAll	1	0
JotActionItemMarkAll	1	0
JotActionItemRemoveAll	1	0
JotAddin	1	1
JotApplyBulletItem1	1	1
JotApplyBulletItem2	1	1
JotApplyBulletItem3	1	1
JotApplyBulletItem4	1	1
JotApplyBulletItem5	1	1
JotAudioNotesButtonMenu	1	1
JotAudioStartRecording	1	1
JotAudioVideoSettings	1	0
JotBlogToWord	1	0
JotChunkMail	1	0
JotClipping	1	1
JotCloseFolder	1	1
JotConvertToBodyText	1	1
JotConvertToBodyTextRTL	1	1
JotCopy	1	0
JotCreateHyperlink	1	0
JotCreateHyperlinkShort	1	1
JotCreateHyperlinkToFolder	1	0
JotCreateHyperlinkToFolderShort	1	1
JotCreateHyperlinkToNotebook	1	0
JotCreateHyperlinkToNotebookShort	1	1
JotCreateHyperlinkToPage	1	0
JotCreateHyperlinkToPageShort	1	1
JotCreateHyperlinkToSection	1	0
JotCreateHyperlinkToSectionShort	1	1
JotCreateOutlookTask	1	1
JotCustomizeNumbers	1	0
JotDeleteColumns	1	0
JotDeleteFolder	1	0
JotDeleteNotebook	1	0
JotDeletePage	1	0
JotDeleteRows	1	0
JotDisappearingInk	1	0
JotDrawingToolbar	1	1
JotEditMergeParagraphs	1	1
JotEditTreatAsDrawing	1	0
JotEditTreatAsHandwriting	1	0
JotEraserStyle	1	0
JotEraserStyle1	1	0
JotEraserStyle2	1	0
JotEraserStyle3	1	0
JotEraserStyle4	1	0
JotExitFind	1	1
JotFindHitResults	1	1
JotFindPageTitles	1	1
JotFindSortAscending	1	1
JotFindSortDescending	1	1
JotFlyoutAnchorBullets	1	0
JotFlyoutAnchorNumbering	1	0
JotFlyoutAnchorPaste	1	0
JotFlyoutAnchorPrint	1	0
JotFlyoutAnchorSendTo	1	0
JotFlyoutAnchorSyncing	1	0
JotFormatBullets	1	1
JotFormatNumbers	1	1
JotHelpTour	1	1
JotHideBodyText	1	1
JotHideNotebook	0	1
JotHideTitlesInPageTabs	1	1
JotHideToolbars	1	1
JotHighlight	1	1
JotInkStyle	1	1
JotInkStyle1	1	0
JotInkStyle10	1	0
JotInkStyle11	1	0
JotInkStyle12	1	0
JotInkStyle13	1	1
JotInkStyle2	1	0
JotInkStyle3	1	0
JotInkStyle4	1	0
JotInkStyle5	1	0
JotInkStyle6	1	0
JotInkStyle7	1	0
JotInkStyle8	1	0
JotInkStyle9	1	0
JotInkingBiasAuto	1	0
JotInkingBiasDraw	1	0
JotInkingBiasWirte	1	0
JotInsertElbowLineDoubleArrow	1	1
JotInsertElbowLineNoArrow	1	1
JotInsertElbowLineSingleArrow	1	1
JotInsertFolder	1	0
JotInsertFolderShort	1	1
JotInsertGraphStyle1	1	1
JotInsertGraphStyle2	1	1
JotInsertGraphStyle3	1	1
JotInsertNewLine	1	1
JotInsertPictureFromFile	1	0
JotInsertSection	1	0
JotInsertSectionShort	1	1
JotInsertTriangle	1	1
JotJoinRtcSession	1	1
JotKeepWindowVisible2	1	0
JotLeaveRtcSession	1	1
JotLineColor	1	1
JotLockDrawingCM	1	1
JotMergeDrawingCanvas	1	1
JotNavUIFind	1	1
JotNavUIFindNextHit	1	1
JotNavUIFindNextPage	1	0
JotNavUIFindPrevHit	1	1
JotNavUIFindPrevPage	1	0
JotNavUIFindRTL	1	1
JotNavUIFindResults	1	1
JotNavUINewPage	1	1
JotNavUINextPage	1	1
JotNavUIParentFolder	1	1
JotNavUIPrevPage	1	1
JotNewMenuHelp	1	1
JotNewNotebook	1	0
JotNewNotebookShort	1	0
JotNewPageInSeriesShort	1	1
JotNoteTag0	1	1
JotNoteTag1	1	1
JotNoteTag10	1	1
JotNoteTag11	1	1
JotNoteTag12	1	1
JotNoteTag13	1	1
JotNoteTag14	1	1
JotNoteTag15	1	1
JotNoteTag16	1	1
JotNoteTag17	1	1
JotNoteTag18	1	1
JotNoteTag19	1	1
JotNoteTag2	1	1
JotNoteTag20	1	1
JotNoteTag21	1	1
JotNoteTag22	1	1
JotNoteTag23	1	1
JotNoteTag24	1	1
JotNoteTag25	1	1
JotNoteTag26	1	1
JotNoteTag27	1	1
JotNoteTag28	1	1
JotNoteTag29	1	1
JotNoteTag3	1	1
JotNoteTag30	1	1
JotNoteTag31	1	1
JotNoteTag32	1	1
JotNoteTag33	1	1
JotNoteTag34	1	1
JotNoteTag35	1	1
JotNoteTag36	1	1
JotNoteTag37	1	1
JotNoteTag38	1	1
JotNoteTag39	1	1
JotNoteTag4	1	1
JotNoteTag40	1	1
JotNoteTag41	1	1
JotNoteTag42	1	1
JotNoteTag43	1	1
JotNoteTag44	1	1
JotNoteTag45	1	1
JotNoteTag46	1	1
JotNoteTag47	1	1
JotNoteTag48	1	1
JotNoteTag49	1	1
JotNoteTag5	1	1
JotNoteTag50	1	1
JotNoteTag51	1	1
JotNoteTag52	1	1
JotNoteTag53	1	1
JotNoteTag54	1	1
JotNoteTag55	1	1
JotNoteTag56	1	1
JotNoteTag57	1	1
JotNoteTag58	1	1
JotNoteTag59	1	1
JotNoteTag6	1	1
JotNoteTag60	1	1
JotNoteTag61	1	1
JotNoteTag62	1	1
JotNoteTag63	1	1
JotNoteTag64	1	1
JotNoteTag65	1	1
JotNoteTag66	1	1
JotNoteTag67	1	1
JotNoteTag68	1	1
JotNoteTag69	1	1
JotNoteTag7	1	1
JotNoteTag70	1	1
JotNoteTag71	1	1
JotNoteTag72	1	1
JotNoteTag73	1	1
JotNoteTag74	1	1
JotNoteTag75	1	1
JotNoteTag76	1	1
JotNoteTag77	1	1
JotNoteTag78	1	1
JotNoteTag79	1	1
JotNoteTag8	1	1
JotNoteTag80	1	1
JotNoteTag81	1	1
JotNoteTag82	1	1
JotNoteTag83	1	1
JotNoteTag84	1	1
JotNoteTag85	1	1
JotNoteTag86	1	1
JotNoteTag87	1	1
JotNoteTag88	1	1
JotNoteTag89	1	1
JotNoteTag9	1	1
JotNoteTag90	1	1
JotNoteTag91	1	1
JotNoteTag92	1	1
JotNoteTag93	1	1
JotNoteTag94	1	1
JotNoteTag95	1	1
JotNoteTag96	1	1
JotNoteTag97	1	1
JotNoteTag98	1	1
JotNoteTag99	1	1
JotNoteTagCopyResults	1	1
JotNoteTagPaneButton	1	1
JotNotebook	1	1
JotNotebookSummary	1	0
JotOOCRedoAutoBullets	1	1
JotOOCRedoAutoNumbering	1	1
JotOOCUndoAutoBullets	1	1
JotOOCUndoAutoNumbering	1	1
JotOpenBackup	1	0
JotOpenFile	1	1
JotOpenFileShort	1	1
JotOpenFolder	1	0
JotOpenNotebook	1	0
JotOpenNotebookShort	1	0
JotOutlookItemButtonMenu	1	1
JotOutlookTaskCustomDate	1	0
JotOutlookTaskCustomDateCM	1	0
JotOutlookTaskInspector	1	0
JotOutlookTaskInspectorCM	1	0
JotOutlookTaskLabel	1	1
JotOutlookTaskLater	1	0
JotOutlookTaskLaterCM	1	0
JotOutlookTaskMarkComplete	1	0
JotOutlookTaskMarkCompleteCM	1	0
JotOutlookTaskNextWeek	1	0
JotOutlookTaskNextWeekCM	1	0
JotOutlookTaskRemove	1	0
JotOutlookTaskRemoveCM	1	0
JotOutlookTaskThisWeek	1	0
JotOutlookTaskThisWeekCM	1	0
JotOutlookTaskToday	1	0
JotOutlookTaskTodayCM	1	0
JotOutlookTaskTomorrow	1	0
JotOutlookTaskTomorrowCM	1	0
JotPensGallery	1	0
JotPermanentlyDelete	1	1
JotPublishSelection	1	1
JotRecordMedia	1	1
JotRecordVideo	1	1
JotRtcStartSession	1	1
JotSaveNotebookAs	1	0
JotScreenCapture	1	0
JotScreenCaptureShort	1	1
JotScrollHalfPage	1	1
JotSectionInRtc	1	1
JotSeeAudioNotePlayback	1	0
JotSelectCell	1	0
JotSelectColumns	1	0
JotSelectRows	1	0
JotSelectTable	1	0
JotSendPdf	1	0
JotSendSharedNotebookInvite	1	1
JotSendToWord	1	0
JotShapeDiamond	1	1
JotShapeEllipse	1	1
JotShapeParallelogram	1	1
JotShapeRectangle	1	1
JotShareMenuHelp	1	1
JotShortcutToNotebook	1	1
JotShowBodyText	1	1
JotShowRtcSession	1	1
JotShowTitlesInPageTabs	1	1
JotShowToolbars	1	1
JotSnapToGridLines	1	0
JotSyncIncomplete	1	1
JotSyncIncompleteToolbar	1	0
JotSyncOffline	1	1
JotSyncOfflineToolbar	1	0
JotSyncSyncing	1	1
JotSyncUpToDate	1	1
JotSyncUpToDateToolbar	1	0
JotTreatAsDrawingCM	1	1
JotTreatAsWritingCM	1	1
JotVideoWindow	1	1
JotViewActiveGlom	1	1
JournalNewItemMenu	1	1
JumpStyle	1	1
JumpStyle2Sides	1	1
JumpStyle3Sides	1	1
JumpStyle4Sides	1	1
JumpStyle5Sides	1	1
JumpStyle6Sides	1	1
JumpStyle7Sides	1	1
JumpStyleArc	1	1
JumpStyleGap	1	1
JumpStylePageDefault	1	1
JumpStyleSquare	1	1
JumpsAddTo	0	1
JumpsAddToFirstLine	0	1
JumpsAddToHorizontalLines	0	1
JumpsAddToLastLine	0	1
JumpsAddToNoLines	0	1
JumpsAddToRoutedLine	0	1
JumpsAddToVerticalLines	0	1
JunkEmailAddToBlockedSendersList	1	1
JunkEmailDefault	1	0
JunkEmailMarkAsNotJunk	1	1
JunkEmailOptions	1	1
JunkEmailSafeListsMenu	1	1
JunkMenu	0	1
JustifyHighVertical	1	1
JustifyLowVertical	1	1
JustifyMediumVertical	1	1
JustifyThaiVertical	1	1
JustifyVerticalFlyoutAnchor	1	1
K	1	1
KeepBackgroundRemoval	0	1
KeepFolderOnServer	1	0
KeepMyVersion	0	1
KeepServerVersion	0	1
KeepWindowOnTop	1	0
L	1	1
LabelFontDialog	1	1
LabelInsert	1	1
LabelsDialog	1	1
LanguageCommands	0	1
LargeEraser	0	1
LargeIcons	1	1
LassoSelect	1	1
LassoSelectVisio	0	1
LastModifiedBy	0	1
LastPage	0	1
LastTile	1	1
LateBorderColor	1	0
LateFillColor	1	0
LateTasks	1	1
LaunchFormatBackground	0	1
Layer	1	1
LayerDialog	0	1
LayerMenu	0	1
LayerProperties	1	1
LayerPropertiesDialog	0	1
LayersMenu	1	1
LayoutCalendarCalendarOnly	1	0
LayoutCalendarClassic	1	0
LayoutCalendarNormal	1	0
LayoutCalendarWithTasks	1	0
LayoutCardCardsOnly	1	0
LayoutCardNoToDoBar	1	0
LayoutCardNormal	1	0
LayoutDialog	1	1
LayoutGuidesGallery	1	1
LayoutIconIconsOnly	1	0
LayoutIconNormal	1	0
LayoutMoreOptions	0	1
LayoutNow	1	0
LayoutOptionsDialog	1	1
LayoutOptionsDialogPosition	1	1
LayoutOptionsDialogSize	1	1
LayoutOptionsDialogWrapping	1	1
LayoutPane	1	1
LayoutRelatedTasksNow	1	0
LayoutSelectionNow	1	0
LayoutTable	1	1
LayoutTableEverything	1	0
LayoutTableReading	1	0
LayoutTimelineNormal	1	0
LayoutTimelineTimelineOnly	1	0
LeaveReader	1	1
LeftArrow2	1	1
LeftButtonIconColor	0	1
LeftIconColorGallery	1	0
LeftToRightDocument	1	1
LeftToRightEmbedding	1	1
LegalBlackline	1	1
Legend	1	1
LegendInsertGallery	0	1
LevelNow	1	1
LevelResource	1	1
LevelSelection	1	1
LevelingClear	1	1
LevelingHelpTopics	1	1
LevelingOptions	1	1
LicenseOperations	1	1
LigatureGallery	1	1
LigatureGalleryWord	0	1
LightShading	1	1
LimeCatsAndDogsGallery	1	1
LineArrowsDialog	0	1
LineArrowsGallery	0	1
LineBorderColorSplitDropdown	1	1
LineColorGallery	0	1
LineDialog	0	1
LineEndsDropdown	1	0
LineNumbersMenu	1	1
LinePatternDialog	0	1
LinePatternDropdown	1	0
LinePatternGallery	0	1
LineSpacing	1	1
LineSpacingGallery	0	1
LineSpacingGalleryPowerPoint	1	1
LineSpacingMenu	1	1
LineStyle	1	1
LineStyle2	1	1
LineStyleVisio	0	1
LineStylesDialog	1	1
LineThickness	1	1
LineTool	1	1
LineUpIcons	1	1
LineWeightDialog	0	1
LineWeightDropdown	1	0
LineWeightGallery	0	1
LinkBarCustom	1	1
LinkItem	1	0
LinkTasksMenu	1	1
LinkToExistingList	1	1
LinkToExistingSubProcess	1	0
LinkedNotes	0	1
LinkedNotesOptions	0	1
LinkedNotesSettings	0	1
LinkedNotesTargetUrlCopy	0	1
LinksBetweenProjects	1	1
ListAddContentType	1	1
ListAddNewColumn	1	1
ListAddSiteColumn	1	1
ListAddToAllContentTypes	1	1
ListAddToDefaultView	1	1
ListAdminSelected	1	1
ListCreateBusinessDataList	1	1
ListCreateCustomList	1	1
ListCreateDocumentLibrary	1	1
ListCreateListForm	1	1
ListCreateListFromSpreadsheet	1	1
ListCreateListFromTemplate	1	1
ListCreateListView	1	1
ListCreateWorkflow	1	1
ListDeleteList	1	1
ListDeleteSelected	1	1
ListEditColumn	1	1
ListEditSelected	1	1
ListInfopathForm	1	1
ListItemProperties	1	0
ListLevelGallery	1	1
ListMacros	1	1
ListMembers	1	1
ListNumFieldInsert	1	1
ListProperties	1	0
ListPublish	1	1
ListReordContentType	1	1
ListSaveAsTemplate	1	1
ListSetNumberingValue	1	1
ListSetting	1	1
ListSynchronize	1	1
ListToolClearResults	1	1
ListToolCopyAsLink	1	1
ListToolCopyEntryAsLink	1	1
ListToolCopyToolAsLink	1	1
ListToolEdit	1	1
ListToolEnterDesigner	1	1
ListToolExport	1	1
ListToolFormTemplate	1	1
ListToolFormTemplateImport	1	1
ListToolFormView	1	1
ListToolImport	1	1
ListToolInkEntryMode	1	1
ListToolPlaceholder	1	1
ListToolPlaceholder1	1	1
ListToolPlaceholder2	1	1
ListToolPreview	1	1
ListToolPreviewBottom	1	1
ListToolPreviewOff	1	1
ListToolPreviewRight	1	1
ListToolPreviewShow	1	1
ListToolSaveAndPublish	1	1
ListToolSearchList	1	1
ListToolSendMailItem	1	1
ListToolSendMessage	1	1
ListToolStartLiveMeeting	1	1
ListToolSwitchViews	1	1
ListToolView	1	1
ListToolViewList	1	1
ListView	1	1
ListViewProperties	1	0
ListViewToolbarTypeMenu	1	1
ListWorkflowAssociation	1	1
ListsForReconnect	1	0
LoadFromQuery	1	1
LoadingServicesGroup	0	1
LocalNotebook	1	1
LocalShareNotebook	1	1
Lock	1	1
LockCell	1	1
LockContainer	1	0
LogicBoldItalicAction	1	1
LogicChangeRestURLAction	0	1
LogicCloseFormAction	1	1
LogicDesignerBlockGallery	1	1
LogicDisableControlAction	1	1
LogicGreenShadingAction	1	1
LogicHideControlAction	1	1
LogicIncomplete	0	1
LogicInspectorOverall	1	0
LogicNew	0	1
LogicOpenAnotherFormAction	1	1
LogicOrangeShadingAction	1	1
LogicQueryDataAction	1	1
LogicRedShadingAction	1	1
LogicRedTextAction	1	1
LogicSetFieldValueAction	1	1
LogicShowDialogBoxAction	1	1
LogicShowErrorAction	1	1
LogicShowMessageAction	1	1
LogicSubmitFormAction	1	1
LogicSwitchToViewAction	1	1
LogicWebPartConnectionAction	0	1
LookUp	1	1
LookupFromInitiationData	1	1
LowImportance	1	1
LyncConversationEnvFsDottedDivider	0	1
LyncIconAppConverConfIndicate	0	1
M	1	1
MMInsertPictureField	1	0
MRUSlabOpenOfficeLiveWorkspaces	1	1
MSIPublish	1	1
MSWordApplyTableStyle	1	1
MacroArguments	1	1
MacroConditions	1	1
MacroConvertMacrosToVisualBasic	1	1
MacroDefault	1	1
MacroNames	1	1
MacroPlay	1	1
MacroRecord	1	1
MacroRecordOrStop	1	1
MacroRecorderPause	1	1
MacroRecorderStop	1	1
MacroRelativeReferences	1	1
MacroRun	1	1
MacroSecurity	1	1
MacroShowAllActions	1	1
MacroSingleStep	1	1
MacroSubRoutineDesignBlock	1	1
MacrosGallery	1	1
MagicEightBall	1	1
Magnifier	1	1
MailDelete	1	1
MailMerge	1	1
MailMergeAddressBlockInsert	1	1
MailMergeAutoCheckForErrors	1	1
MailMergeClearMergeType	1	1
MailMergeCreateList	1	1
MailMergeDocument	1	1
MailMergeExportRecipientList	1	1
MailMergeFieldFormatMenu	0	1
MailMergeFieldInsertGallery	0	1
MailMergeFindRecipient	1	1
MailMergeFinishAndMergeMenu	1	1
MailMergeFollowupMenu	1	1
MailMergeGoToEntry	1	1
MailMergeGoToFirstRecord	1	1
MailMergeGoToNextRecord	1	1
MailMergeGoToPreviousRecord	1	1
MailMergeGotToLastRecord	1	1
MailMergeGreetingLineInsert	1	1
MailMergeHelper	1	1
MailMergeHighlightMergeFields	1	1
MailMergeInsertBarcode	0	1
MailMergeInsertBarcodeMenu	0	1
MailMergeInsertPictureFieldGallery	1	0
MailMergeJapanesePostalBarcode	0	1
MailMergeMatchFields	1	1
MailMergeMergeFieldInsert	1	1
MailMergeMergeFieldInsertMenu	1	1
MailMergeMergeFieldInsertPictureMenu	1	1
MailMergeMergeToDocument	1	1
MailMergeMergeToEMail	1	1
