idMso	Exists in Office Excel 2010	Type in Office Excel 2010	Label in Office Excel 2010	Exists in Office Excel 2013	Type in Office Excel 2013	Label in Office Excel 2013
PivotTableGrandTotalsOnForRowsAndColumns	1	button	On for Rows and Columns	1	button	On for Rows and Columns
PivotTableGrandTotalsOnForRowsOnly	1	button	On for Rows Only	1	button	On for Rows Only
PivotTableGroupField	1	button	Group Field	1	button	Group Field
PivotTableGroupSelection	1	button	Group Selection	1	button	Group Selection
PivotTableInsert	1	button	PivotTable	1	button	PivotTable
PivotTableInsertMenu	1	splitButton	PivotTable	1	splitButton	PivotTable
PivotTableLayoutBlankRows	1	menu	Blank Rows	1	menu	Blank Rows
PivotTableLayoutGrandTotals	1	menu	Grand Totals	1	menu	Grand Totals
PivotTableLayoutReportLayout	1	menu	Report Layout	1	menu	Report Layout
PivotTableLayoutShowInCompactForm	1	button	Show in Compact Form	1	button	Show in Compact Form
PivotTableLayoutShowInOutlineForm	1	button	Show in Outline Form	1	button	Show in Outline Form
PivotTableLayoutShowInTabularForm	1	button	Show in Tabular Form	1	button	Show in Tabular Form
PivotTableLayoutSubtotals	1	menu	Subtotals	1	menu	Subtotals
PivotTableListFormulas	1	button	List Formulas	1	button	List Formulas
PivotTableManageCalculations	0			1	button	Manage Calculations
PivotTableMove	1	button	Move PivotTable	1	button	Move PivotTable
PivotTableName	1	control	PivotTable Name	1	control	PivotTable Name
PivotTableNameLabel	1	labelControl	PivotTable Name	1	labelControl	PivotTable Name
PivotTableNewStyle	1	button	New PivotTable Style	1	button	New PivotTable Style
PivotTableNonVisualTotals	1	button	Include Filtered Items in Totals	1	toggleButton	Include Filtered Items in Totals
PivotTableOlapConvertToFormulas	1	button	Convert to Formulas	1	button	Convert to Formulas
PivotTableOlapOffline	1	button	Offline OLAP	1	button	Offline OLAP
PivotTableOlapPropertyFields	1	button	Property Fields	1	button	Property Fields
PivotTableOlapTools	1	menu	OLAP Tools	1	menu	OLAP Tools
PivotTableOptions	1	button	Options	1	button	Options
PivotTableOptionsMenu	1	splitButton	Table Options	1	splitButton	Table Options
PivotTablePublishChanges	1	button	Publish Changes	1	button	Publish Changes
PivotTableRefreshDataSourceValue	1	button	Refresh Data Source Values	1	button	Refresh Data Source Values
PivotTableReorderingMenu	0			1	menu	Move
PivotTableRepeatItemLabels	1	button	Repeat All Item Labels	1	button	Repeat All Item Labels
PivotTableReport	1	button	PivotTable and PivotChart Wizard	1	button	PivotTable and PivotChart Wizard
PivotTableSelectData	1	button	Values	1	button	Values
PivotTableSelectEntireTable	1	button	Entire PivotTable	1	button	Entire PivotTable
PivotTableSelectFlyout	1	menu	Select	1	menu	Select
PivotTableSelectLabel	1	button	Labels	1	button	Labels
PivotTableSelectLabelAndData	1	button	Labels and Values	1	button	Labels and Values
PivotTableShareSlicer	1	button	Slicer Connections	0		
PivotTableShowAs	0			1	toggleButton	No Calculation
PivotTableShowAsDifference	0			1	toggleButton	Difference From
PivotTableShowAsIndex	0			1	toggleButton	Index
PivotTableShowAsMenu	0			1	menu	Show Values As
PivotTableShowAsMore	0			1	button	More Options
PivotTableShowAsPercentDifference	0			1	toggleButton	% Difference From
PivotTableShowAsPercentOf	0			1	toggleButton	% Of
PivotTableShowAsPercentOfColumn	0			1	toggleButton	% of Column Total
PivotTableShowAsPercentOfParent	0			1	toggleButton	% of Parent Total
PivotTableShowAsPercentOfParentColumn	0			1	toggleButton	% of Parent Column Total
PivotTableShowAsPercentOfParentRow	0			1	toggleButton	% of Parent Row Total
PivotTableShowAsPercentOfRow	0			1	toggleButton	% of Row Total
PivotTableShowAsPercentOfTotal	0			1	toggleButton	% of Grand Total
PivotTableShowAsPercentRunningTotal	0			1	toggleButton	% Running Total In
PivotTableShowAsRangAscending	0			1	toggleButton	Rank Smallest to Largest
PivotTableShowAsRankDescending	0			1	toggleButton	Rank Largest to Smallest
PivotTableShowAsRunningTotal	0			1	toggleButton	Running Total In
PivotTableShowPages	1	button	Show Report Filter Pages	1	button	Show Report Filter Pages
PivotTableSlicerMenu	1	splitButton	Slicer	0		
PivotTableSolveOrder	1	button	Solve Order	1	button	Solve Order
PivotTableSortMenu	0			1	menu	Sort
PivotTableStylesGallery	1	gallery	Quick Styles	1	gallery	Quick Styles
PivotTableSubtotalsDoNotShow	1	button	Do Not Show Subtotals	1	button	Do Not Show Subtotals
PivotTableSubtotalsOnBottom	1	button	Show all Subtotals at Bottom of Group	1	button	Show all Subtotals at Bottom of Group
PivotTableSubtotalsOnTop	1	button	Show all Subtotals at Top of Group	1	button	Show all Subtotals at Top of Group
PivotTableSuggestion	0			1	button	Recommended PivotTables
PivotTableSummarizeByAverage	0			1	toggleButton	Average
PivotTableSummarizeByCount	0			1	toggleButton	Count
PivotTableSummarizeByMaximum	0			1	toggleButton	Max
PivotTableSummarizeByMenu	0			1	menu	Summarize Values By
PivotTableSummarizeByMinimum	0			1	toggleButton	Min
PivotTableSummarizeByMore	0			1	button	More Options
PivotTableSummarizeByProduct	0			1	toggleButton	Product
PivotTableSummarizeBySum	0			1	toggleButton	Sum
PivotTableWhatIfAnalysisMenu	1	menu	What-If Analysis	1	menu	What-If Analysis
PivotTableWhatIfAnalysisSettings	1	button	Settings	1	button	Settings
PlaceApplication	1	place		0		
PlaceDocInfo	1	place		0		
PlaceNew	1	place		0		
PlaceOpen	1	place		0		
PlacePrint	1	place		0		
PlaceShare	1	place		0		
PlayMacro	0			1	button	Macros
PlusSign	1	button	Plus Sign	1	button	Plus Sign
PowerViewInsert	0			1	button	Power View
PrintAreaAddToPrintArea	1	button	Add to Print Area	1	button	Add to Print Area
PrintAreaClearPrintArea	1	button	Clear Print Area	1	button	Clear Print Area
PrintAreaMenu	1	menu	Print Area	1	menu	Print Area
PrintAreaSetPrintArea	1	button	Set Print Area	1	button	Set Print Area
PrintListRange	1	button	Print List	1	button	Print List
PrintPreviewAndPrint	0			1	button	Print Preview and Print
PrintPreviewClose	1	button	Close Print Preview	1	button	Close Print Preview
PrintPreviewFullScreen	0			1	button	Print Preview Full Screen
PrintTitles	1	button	Print Titles	1	button	Print Titles
PrivacyOptionsDialog	1	button	Privacy Options	1	button	Privacy Options
PropertySheet	1	button	Property Sheet	1	button	Property Sheet
PublishGroup	0			1	taskFormGroup	Publishing Features
QueryParameters	1	button	Parameters	1	button	Parameters
QuickAccessToolbarCustomization	1	button	Customize Quick Access Toolbar	1	button	Customize Quick Access Toolbar
QuickCode	0			1	button	Flash Fill
ReadOnly	1	button	Toggle Read Only	1	button	Toggle Read Only
ReadOnlyCachedOffline	0			1	button	
RecolorColorPicker	1	gallery	More Variations	1	gallery	More Variations
Redo	1	gallery	Redo	1	gallery	Redo
ReflectionGallery	1	gallery	Reflection	1	gallery	Reflection
ReflectionOptionsDialog	1	button	Reflection Options	0		
ReflectionsMoreOptions	0			1	button	Reflection Options
Refresh	1	button	Refresh	1	button	Refresh
RefreshAll	1	button	Refresh All	1	button	Refresh All
RefreshAllMenu	1	splitButton	Refresh	1	splitButton	Refresh
RefreshCancel	1	button	Cancel Refresh	1	button	Cancel Refresh
RefreshMenu	1	splitButton	Refresh	1	splitButton	Refresh
RefreshStatus	1	button	Refresh Status	1	button	Refresh Status
RemoveDuplicates	1	button	Remove Duplicates	1	button	Remove Duplicates
ReopenFromServer	1	button	Reopen Document	1	button	Reopen Document
Repeat	1	button	Repeat	1	button	Repeat
ReplaceDialog	1	button	Replace	1	button	Replace
ResearchPane	1	toggleButton	Research	1	toggleButton	Research
ReviewAcceptOrRejectChangeDialog	1	button	Accept/Reject Changes	1	button	Accept/Reject Changes
ReviewAllowUsersToEditRanges	1	button	Allow Users to Edit Ranges	1	button	Allow Users to Edit Ranges
ReviewDeleteComment	1	button	Delete	1	button	Delete
ReviewEndReview	1	button	End Review	1	button	End Review
ReviewHighlightChanges	1	button	Highlight Changes	1	button	Highlight Changes
ReviewNewComment	1	button	New Comment	1	button	New Comment
ReviewNextComment	1	button	Next	1	button	Next
ReviewPreviousComment	1	button	Previous	1	button	Previous
ReviewProtectAndShareWorkbook	1	button	Protect Sharing	1	button	Protect Sharing
ReviewProtectWorkbook	1	toggleButton	Protect Workbook	1	toggleButton	Protect Workbook
ReviewProtectWorkbookMenu	1	menu	Protect Workbook	1	menu	Protect Workbook
ReviewReplyWithChanges	1	button	Reply with Changes	1	button	Reply with Changes
ReviewRestrictEditing	1	toggleButton	Protect Workbook	1	toggleButton	Protect Workbook
ReviewSendForReview	1	button	Send for Review	1	button	Send for Review
ReviewShareWorkbook	1	button	Share Workbook	1	button	Share Workbook
ReviewShowAllComments	1	toggleButton	Show All Comments	1	toggleButton	Show All Comments
ReviewShowInk	1	toggleButton	Show Ink	1	toggleButton	Show Ink
ReviewShowOrHideComment	1	button	Show/Hide Comment	1	button	Show/Hide Comment
ReviewTrackChangesMenu	1	menu	Track Changes	1	menu	Track Changes
RibbonCustomization	0			1	button	Customize the Ribbon
RightToLeftDocument	1	toggleButton	Right-to-Left Document	1	toggleButton	Right-to-Left Document
RowHeight	1	button	Row Height	1	button	Row Height
RowHeightAutoFit	1	button	AutoFit Row Height	1	button	AutoFit Row Height
RowsHide	1	button	Hide Rows	1	button	Hide Rows
RowsUnhide	1	button	Unhide Rows	1	button	Unhide Rows
RunDialog	1	button	Run Dialog	1	button	Run Dialog
Save	0			1	category	Places
SaveAsDiscard	1	button	Save a Copy	0		
SaveGroup	0			1	taskFormGroup	Saving Features
ScenarioGallery	1	gallery	Scenario	1	gallery	Scenario
ScenarioManager	1	button	Scenario Manager	1	button	Scenario Manager
ScreenClipping	1	button	Screen Clipping	1	button	Screen Clipping
ScreenshotInsertGallery	1	gallery	Screenshot	1	gallery	Screenshot
SecondCorrectionAlternative	0			1	button	(No Suggestion)
SelectAll	1	button	Select All	1	button	Select All
SelectAllSheets	1	button	Select All Sheets	1	button	Select All Sheets
SelectCurrentRegion	1	button	Select Current Region	1	button	Select Current Region
SelectMenuExcel	1	menu	Find & Select	1	menu	Find & Select
SelectedItemNavDrillDown	0			1	button	Drill Down
SelectedItemNavDrillUp	0			1	button	Drill Up
SelectedItemNavDrillUpSplitButton	0			1	splitButton	Drill Up
SelectionPane	1	toggleButton	Selection Pane	1	toggleButton	Selection Pane
SendByInstantMessage	0			1	task	
SendCopySelectNames	1	button	Select Names	1	button	Select Names
SendCopySendNow	1	button	Send Now	1	button	Send Now
SendCopySendToMailRecipient	1	toggleButton	Mail Recipient	1	toggleButton	Mail Recipient
SendUsingEmail	0			1	task	Email
ShadowColorPickerClassic	1	gallery	Shadow Color	1	gallery	Shadow Color
ShadowNudgeDownClassic	1	button	Nudge Shadow Down	1	button	Nudge Shadow Down
ShadowNudgeLeftClassic	1	button	Nudge Shadow Left	1	button	Nudge Shadow Left
ShadowNudgeRightClassic	1	button	Nudge Shadow Right	1	button	Nudge Shadow Right
ShadowNudgeUpClassic	1	button	Nudge Shadow Up	1	button	Nudge Shadow Up
ShadowOnOrOffClassic	1	toggleButton	Shadow On/Off	1	toggleButton	Shadow On/Off
ShadowOptionsDialog	1	button	Shadow Options	1	button	Shadow Options
ShadowSemitransparentClassic	1	toggleButton	Semitransparent Shadow	1	toggleButton	Semitransparent Shadow
ShadowStyleGalleryClassic	1	gallery	Shadow Effects	1	gallery	Shadow Effects
ShapeArc	1	toggleButton	Arc	1	toggleButton	Arc
ShapeChangeShapeGallery	1	gallery	Change Shape	1	gallery	Change Shape
ShapeConnectorStyleCurved	1	toggleButton	Curved Connector	1	toggleButton	Curved Connector
ShapeConnectorStyleElbow	1	toggleButton	Elbow Connector	1	toggleButton	Elbow Connector
ShapeConnectorStyleMenu	1	menu	Connector Types	1	menu	Connector Types
ShapeConnectorStyleStraight	1	toggleButton	Straight Connector	1	toggleButton	Straight Connector
ShapeConvertToFreeform	1	button	Convert to Freeform	1	button	Convert to Freeform
ShapeCurve	1	toggleButton	Curve	1	toggleButton	Curve
ShapeDownArrow	1	toggleButton	Down Arrow	1	toggleButton	Down Arrow
ShapeEffectsMenu	1	menu	Shape Effects	1	menu	Shape Effects
ShapeElbowConnector	1	toggleButton	Elbow Connector	1	toggleButton	Elbow Connector
ShapeElbowConnectorArrow	1	toggleButton	Elbow Arrow Connector	1	toggleButton	Elbow Arrow Connector
ShapeFillColorPicker	1	gallery	Shape Fill	1	gallery	Shape Fill
ShapeFillMoreGradientsDialog	1	button	More Gradients	1	button	More Gradients
ShapeFillTextureGallery	1	gallery	Texture	1	gallery	Texture
ShapeFreeform	1	toggleButton	Freeform	1	toggleButton	Freeform
ShapeHeight	1	control	Height	1	control	Height
ShapeIsoscelesTriangle	1	toggleButton	Isosceles Triangle	1	toggleButton	Isosceles Triangle
ShapeLeftBrace	1	toggleButton	Left Brace	1	toggleButton	Left Brace
ShapeOutlineColorPicker	0			1	gallery	Picture Border
ShapeOval	1	toggleButton	Oval	1	toggleButton	Oval
ShapeRectangle	1	toggleButton	Rectangle	1	toggleButton	Rectangle
ShapeRerouteConnectors	1	toggleButton	Reroute Connectors	1	toggleButton	Reroute Connectors
ShapeRightArrow	1	toggleButton	Right Arrow	1	toggleButton	Right Arrow
ShapeRightBrace	1	toggleButton	Right Brace	1	toggleButton	Right Brace
ShapeRoundedRectangle	1	toggleButton	Rounded Rectangle	1	toggleButton	Rounded Rectangle
ShapeRoundedRectangularCallout	1	toggleButton	Rounded Rectangular Callout	1	toggleButton	Rounded Rectangular Callout
ShapeScribble	1	toggleButton	Scribble	1	toggleButton	Scribble
ShapeStar	1	toggleButton	5-Point Star	1	toggleButton	5-Point Star
ShapeStraightConnector	1	toggleButton	Straight Connector	1	toggleButton	Straight Connector
ShapeStraightConnectorArrow	1	toggleButton	Straight Arrow Connector	1	toggleButton	Straight Arrow Connector
ShapeStylesGallery	1	gallery	Quick Styles	1	gallery	Quick Styles
ShapeStylesOtherThemeFillsGallery	1	gallery	Other Theme Fills	1	gallery	Other Theme Fills
ShapeWidth	1	control	Width	1	control	Width
ShapesInsertGallery	1	gallery	Shapes	1	gallery	Shapes
Share	0			1	category	Send
ShareWithNetwork	0			1	task	Post to Social Networks
ShareWithPeople	0			1	task	Invite People
SheetBackground	1	button	Background	1	button	Background
SheetColumnsDelete	1	button	Delete Sheet Columns	1	button	Delete Sheet Columns
SheetColumnsInsert	1	button	Insert Sheet Columns	1	button	Insert Sheet Columns
SheetDelete	1	button	Delete Sheet	1	button	Delete Sheet
SheetHide	1	button	Hide Sheet	1	button	Hide Sheet
SheetInsert	1	button	Insert Sheet	1	button	Insert Sheet
SheetInsertPage	1	button	Insert	1	button	Insert
SheetMoveOrCopy	1	button	Move or Copy Sheet	1	button	Move or Copy Sheet
SheetPrintGridlines	0			1	checkBox	Print
SheetPrintHeadings	0			1	checkBox	Print
SheetProtect	1	button	Protect Sheet	1	button	Protect Sheet
SheetRename	1	button	Rename Sheet	1	button	Rename Sheet
SheetRowsDelete	1	button	Delete Sheet Rows	1	button	Delete Sheet Rows
SheetRowsInsert	1	button	Insert Sheet Rows	1	button	Insert Sheet Rows
SheetTabColorGallery	1	gallery	Tab Color	1	gallery	Tab Color
SheetTabColorMoreColorsDialog	1	button	More Colors	1	button	More Colors
SheetUnhide	1	button	Unhide Sheet	1	button	Unhide Sheet
ShowClipboard	1	button (dialogBoxLauncher)	Office Clipboard	1	button (dialogBoxLauncher)	Office Clipboard
ShowFormulas	1	toggleButton	Show Formulas	1	toggleButton	Show Formulas
ShowPivotChartButtonAxis	1	toggleButton	Show Axis Field Buttons	0		
ShowPivotChartButtonFilter	1	toggleButton	Show Report Filter Field Buttons	0		
ShowPivotChartButtonLegend	1	toggleButton	Show Legend Field Buttons	0		
ShowPivotChartButtonValue	1	toggleButton	Show Value Field Buttons	0		
ShowPivotChartFieldButtons	1	toggleButton	Field Buttons	0		
ShowPivotChartFieldButtonsMenu	1	splitButton	Display Buttons	0		
SignatureLineInsert	1	button	Signature Line	1	button	Signature Line
SignatureLineInsertMenu	1	splitButton	Signature Line	1	splitButton	Signature Line
SignatureServicesAdd	1	button	Add Signature Services	1	button	Add Signature Services
SkyDriveUpsellGroup	0			1	group	
SlabCachedOfflineReadOnly	1	slab		0		
SlabCachedReadOnly	1	slab		0		
SlabCheckin	1	slab		0		
SlabCheckoutRequiredReadOnly	1	slab		0		
SlabClickToRunUpdateStatus	1	slab		0		
SlabContactMicrosoft	1	buttonSlab		0		
SlabConvertDocument	1	slab		0		
SlabDisabledContent	1	slab		0		
SlabDocLocation	1	slab		0		
SlabDocPermissions	1	slab		0		
SlabDocProperties	1	slab		0		
SlabDocUploadError	1	slab		0		
SlabDocUploadErrorSingle	1	slab		0		
SlabDocVersions	1	slab		0		
SlabDocumentThumbnail	1	slab		0		
SlabFinalize	1	slab		0		
SlabGenericReadOnly	1	slab		0		
SlabGettingStartedMRU	1	slab		0		
SlabNoteboard	1	slab		0		
SlabOfflineReadOnly	1	slab		0		
SlabPolicyWarning	1	slab		0		
SlabPrepareForDistribution	1	slab		0		
SlabPrintPreview	1	slab		0		
SlabPrintSettings	1	slab		0		
SlabSecureReader	1	slab		0		
SlabServerReadOnly	1	slab		0		
SlabShare	1	formButtonSlab		0		
SlabWorkflows	1	slab		0		
SlicerClearFilter	0			1	button	Clear Filter from Slicer
SlicerColumnWidth	1	control	Width	1	control	Width
SlicerConnectionsMenu	0			1	button	Report Connections
SlicerCopy	1	button	Copy	0		
SlicerCreate	0			1	button	Insert Slicer
SlicerCreateNewStyle	0			1	button	New Slicer Style
SlicerCut	1	button	Cut	0		
SlicerDataSourceOrder	1	toggleButton	Sort Data Source Order	1	toggleButton	Sort Data Source Order
SlicerDelete	1	button	Remove Slicer	1	button	Remove Slicer
SlicerFrozenCount	1	control	Columns	0		
SlicerInsert	0			1	button	Insert Slicer
SlicerInsertMenu	0			1	splitButton	Slicer
SlicerName	1	control	Slicer Caption	1	control	Slicer Caption
SlicerNameLabel	1	labelControl	Slicer Caption	1	labelControl	Slicer Caption
SlicerNumberOfColumns	0			1	control	Columns
SlicerRefresh	1	button	Refresh Data	1	button	Refresh
SlicerRowHeight	1	control	Height	1	control	Height
SlicerSettings	1	button	Slicer Settings	1	button	Slicer Settings
SlicerShare	0			1	button	Filter Connections
SlicerSharePivotTable	1	button	PivotTable Connections	0		
SlicerSortDown	1	toggleButton	Sort Largest to Smallest	1	toggleButton	Sort Largest to Smallest
SlicerSortUp	1	toggleButton	Sort Smallest to Largest	1	toggleButton	Sort Smallest to Largest
SlicerStyles	0			1	gallery	Quick Styles
SlicerStylesGallery	1	gallery	Quick Styles	0		
SmartArtAddAssistant	1	button	Add Assistant	1	button	Add Assistant
SmartArtAddBullet	1	button	Add Bullet	1	button	Add Bullet
SmartArtAddShape	1	button	Add Shape	1	button	Add Shape
SmartArtAddShapeAbove	1	button	Add Shape Above	1	button	Add Shape Above
SmartArtAddShapeAfter	1	button	Add Shape After	1	button	Add Shape After
SmartArtAddShapeBefore	1	button	Add Shape Before	1	button	Add Shape Before
SmartArtAddShapeBelow	1	button	Add Shape Below	1	button	Add Shape Below
SmartArtAddShapeMenu	1	menu	Add Shape	1	menu	Add Shape
SmartArtAddShapeSplitMenu	1	splitButton	Add Shape Options	1	splitButton	Add Shape Options
SmartArtChangeColorsGallery	1	gallery	Change Colors	1	gallery	Change Colors
SmartArtChangeLayout	1	button	Change Layout	1	button	Change Layout
SmartArtConvertToShapes	0			1	button	Convert to Shapes
SmartArtDemote	1	button	Demote	1	button	Demote
SmartArtEditIn2D	1	toggleButton	Edit in 2-D	1	toggleButton	Edit in 2-D
SmartArtInsert	1	button	SmartArt	1	button	SmartArt
SmartArtLargerShape	1	button	Larger	1	button	Larger
SmartArtLayoutGallery	1	gallery	Change Layout	1	gallery	Change Layout
SmartArtMoreLayoutsDialog	1	button	More Layouts	1	button	More Layouts
SmartArtOrganizationChartBoth	1	button	Both	1	button	Both
SmartArtOrganizationChartLeftHanging	1	button	Left Hanging	1	button	Left Hanging
SmartArtOrganizationChartMenu	1	menu	Layout	1	menu	Layout
SmartArtOrganizationChartRightHanging	1	button	Right Hanging	1	button	Right Hanging
SmartArtOrganizationChartStandard	1	button	Standard	1	button	Standard
SmartArtPromote	1	button	Promote	1	button	Promote
SmartArtRecolorImages	1	toggleButton	Recolor Pictures in SmartArt Diagram	1	toggleButton	Recolor Pictures in SmartArt Graphic
SmartArtReorderDown	1	button	Reorder Down	1	button	Move Down
SmartArtReorderUp	1	button	Reorder Up	1	button	Move Up
SmartArtResetGraphic	1	button	Reset Graphic	1	button	Reset Graphic
SmartArtResetShape	1	button	Reset Shape	1	button	Reset Shape
SmartArtRightToLeft	1	toggleButton	Right to Left	1	toggleButton	Right to Left
SmartArtSmallerShape	1	button	Smaller	1	button	Smaller
SmartArtStylesGallery	1	gallery	Quick Styles	1	gallery	Quick Styles
SmartArtTextPane	1	toggleButton	Text Pane	1	toggleButton	Text Pane
SmoothVertex	1	toggleButton	Smooth Point	1	toggleButton	Smooth Point
SnapToGrid	1	toggleButton	Snap to Grid	1	toggleButton	Snap to Grid
SnapToShapes	1	toggleButton	Snap to Shape	1	toggleButton	Snap to Shape
SoftEdgesMoreOptions	0			1	button	Soft Edges Options
SoftEdgesOptionsDialog	1	button	Soft Edges Options	0		
SortAscendingExcel	1	button	Sort Ascending	1	button	Sort Ascending
SortClear	1	button	Clear	1	button	Clear
SortCustomExcel	1	button	Custom Sort	1	button	Custom Sort
SortDescendingExcel	1	button	Sort Descending	1	button	Sort Descending
SortDialog	1	button	Sort	1	button	Sort
SortDialogClassic	1	button	Sort	1	button	Sort
SortFilterMenu	1	menu	Sort & Filter	1	menu	Sort & Filter
SparkLineNegativePointColorPicker	0			1	gallery	Negative Points
SparklineAccentColorMenu	1	menu	Marker Color	1	menu	Marker Color
SparklineAxisDateType	1	checkBox	Date Axis Type	1	checkBox	Date Axis Type
SparklineAxisGeneralType	1	checkBox	General Axis Type	1	checkBox	General Axis Type
SparklineAxisMenu	1	menu	Axis	1	menu	Axis
SparklineClearMenu	0			1	splitButton	Clear
SparklineClearSelected	0			1	button	Clear Selected Sparklines
SparklineClearSelectedGroups	0			1	button	Clear Selected Sparkline Groups
SparklineColorPicker	0			1	gallery	Sparkline Color
SparklineColorStyleGallery	1	gallery	Sparkline Style	1	gallery	Sparkline Style
SparklineColumnInsert	0			1	button	Column
SparklineConvertToColumn	1	toggleButton	Column	1	toggleButton	Column
SparklineConvertToLine	1	toggleButton	Line	1	toggleButton	Line
SparklineConvertToWinLoss	1	toggleButton	Win/Loss	1	toggleButton	Win/Loss
SparklineCustomWeight	1	toggleButton	Custom Weight	1	toggleButton	Custom Weight
SparklineEditLocationAndData	0			1	button	Edit Group Location & Data
SparklineEditLocationAndDataMenu	0			1	splitButton	Edit Data
SparklineEditSingleData	0			1	button	Edit Single Sparkline's Data
SparklineFirstPointColorPicker	0			1	gallery	First Point
SparklineFirstPointMoreColors	0			1	button	More Colors
SparklineHiddenAndEmptyCells	1	button	Hidden & Empty Cells	1	button	Hidden & Empty Cells
SparklineHighPointColorPicker	0			1	gallery	High Point
SparklineHighPointMoreColors	0			1	button	More Colors
SparklineHorizontalAxisToggle	0			1	checkBox	Show Axis
SparklineLastPointColorPicker	0			1	gallery	Last Point
SparklineLastPointMoreColors	0			1	button	More Colors
SparklineLineInsert	0			1	button	Line
SparklineLineWeightGallery	1	gallery	Weight	1	gallery	Weight
SparklineLowPointColorPicker	0			1	gallery	Low Point
SparklineLowPointMoreColors	0			1	button	More Colors
SparklineMarkerColorPicker	0			1	gallery	Markers
SparklineMarkerMoreColors	0			1	button	More Colors
SparklineMoreColors	1	button	More Colors	1	button	More Colors
SparklineMoreFirstPointColors	1	button	More Colors	0		
SparklineMoreHighPointColors	1	button	More Colors	0		
SparklineMoreLastPointColors	1	button	More Colors	0		
SparklineMoreLowPointColors	1	button	More Colors	0		
SparklineMoreMarkerColors	1	button	More Colors	0		
SparklineMoreNegativePointColors	1	button	More Colors	0		
SparklineNegativePointMoreColors	0			1	button	More Colors
SparklinePlotDataRightToLeft	1	checkBox	Plot Data Right-to-Left	1	checkBox	Plot Data Right-to-Left
SparklineToggleFirstPoint	1	checkBox	First Point	1	checkBox	First Point
SparklineToggleHighPoint	1	checkBox	High Point	1	checkBox	High Point
SparklineToggleHorizAxis	1	checkBox	Show Axis	0		
SparklineToggleLastPoint	1	checkBox	Last Point	1	checkBox	Last Point
SparklineToggleLowPoint	1	checkBox	Low Point	1	checkBox	Low Point
SparklineToggleMarkers	1	checkBox	Markers	1	checkBox	Markers
SparklineToggleNegativePoints	1	checkBox	Negative Points	1	checkBox	Negative Points
SparklineVerticalAxisAutoMaxValue	1	checkBox	Automatic for Each Sparkline	0		
SparklineVerticalAxisAutoMinValue	1	checkBox	Automatic for Each Sparkline	0		
SparklineVerticalAxisAutomaticMaximumValue	0			1	checkBox	Automatic for Each Sparkline
SparklineVerticalAxisAutomaticMinimumValue	0			1	checkBox	Automatic for Each Sparkline
SparklineVerticalAxisCustomMaxValue	1	checkBox	Custom Value	0		
SparklineVerticalAxisCustomMaximumValue	0			1	checkBox	Custom Value
SparklineVerticalAxisCustomMinValue	1	checkBox	Custom Value	0		
SparklineVerticalAxisCustomMinimumValue	0			1	checkBox	Custom Value
SparklineVerticalAxisSameMaxValue	1	checkBox	Same for All Sparklines	0		
SparklineVerticalAxisSameMaximumValue	0			1	checkBox	Same for All Sparklines
SparklineVerticalAxisSameMinValue	1	checkBox	Same for All Sparklines	0		
SparklineVerticalAxisSameMinimumValue	0			1	checkBox	Same for All Sparklines
SparklineWinLossInsert	0			1	button	Win/Loss
SparklinesGroupSelected	0			1	button	Group
SparklinesUngroupSelected	0			1	button	Ungroup
SpeakByColumns	1	toggleButton	By Columns	1	toggleButton	By Columns
SpeakByRows	1	toggleButton	By Rows	1	toggleButton	By Rows
SpeakCells	1	button	Speak Cells	1	button	Speak Cells
SpeakOnEnter	1	toggleButton	On Enter	1	toggleButton	On Enter
SpeakStop	1	button	Stop Speaking	1	button	Stop Speaking
Spelling	1	button	Spelling	1	button	Spelling
SplitCells	1	button	Split Cells	1	button	Split Cells
StartInking	1	button	Start Inking	0		
StraightVertex	1	toggleButton	Straight Point	1	toggleButton	Straight Point
Strikethrough	1	toggleButton	Strikethrough	1	toggleButton	Strikethrough
StyleGalleryClassic	1	gallery	Style	1	gallery	Style
StylesDialogClassic	1	button	Edit Cell Styles	1	button	Edit Cell Styles
SuggestPivot	0			1	button	Recommended PivotTables
SwitchSparklineRowColumn	1	button	Switch Row/Column	1	button	Switch Row/Column
SxNewPivotChartAndTable	0			1	button	PivotChart & PivotTable
SxTupleDefCol	1	button	Create Set Based on Column Items	0		
SxTupleDefRow	1	button	Create Set Based on Row Items	0		
SymbolInsert	1	button	Symbol	1	button	Symbol
TabAddIns	1	tab	Add-Ins	1	tab	Add-Ins
TabBackgroundRemoval	1	tab	Background Removal	1	tab	Background Removal
TabChartToolsDesign	1	tab	Design	1	tab	Design
TabChartToolsDesignNew	0			1	tab	Design
TabChartToolsDesignPivotChart	0			1	tab	Design
TabChartToolsFormat	1	tab	Format	1	tab	Format
TabChartToolsFormatNew	0			1	tab	Format
TabChartToolsFormatPivotChart	0			1	tab	Format
TabChartToolsLayout	1	tab	Layout	1	tab	Layout
TabData	1	tab	Data	1	tab	Data
TabDeveloper	1	tab	Developer	1	tab	Developer
TabDrawingToolsFormat	1	tab	Format	1	tab	Format
TabEquationToolsDesign	1	tab	Design	1	tab	Design
TabFormulas	1	tab	Formulas	1	tab	Formulas
TabHeaderAndFooterToolsDesign	1	tab	Design	1	tab	Design
TabHelp	0			1	tab	Account
TabHome	1	tab	Home	1	tab	Home
TabInfo	0			1	tab	Info
TabInkToolsPens	1	tab	Pens	1	tab	Pens
